itemSet,setSize,target,conversion
55-23-7-15-8-9,6,72,0
55-23-7-15-8-9,6,52,0
55-23-7-15-8-9,6,34,0
7-8-15-55-23,5,9,1
14,1,84,0
14,1,83,0
14,1,39,0
14,1,3,0
14,1,75,0
65-59,2,75,0
65-59,2,7,0
65-59,2,6,0
65-59,2,33,0
65-59,2,74,0
65,1,59,1
31-32-51,3,54,0
31-32-51,3,44,0
31-32-51,3,76,0
31-32-51,3,84,0
31-32-51,3,4,0
51-31,2,32,1
29-21,2,88,0
29-21,2,44,0
29-21,2,40,0
29-21,2,35,0
29-21,2,24,0
21,1,29,1
34-47-81-11,4,78,0
34-47-81-11,4,77,0
34-47-81-11,4,5,0
34-47-81-11,4,73,0
34-47-81-11,4,60,0
34-11-47,3,81,1
73,1,85,0
73,1,2,0
73,1,64,0
73,1,77,0
73,1,5,0
11,1,7,0
11,1,2,0
11,1,69,0
11,1,79,0
11,1,21,0
97-39-92-21-11,5,57,0
97-39-92-21-11,5,10,0
97-39-92-21-11,5,71,0
97-39-92-21-11,5,40,0
97-39-92-21-11,5,69,0
97-92-21-39,4,11,1
11,1,86,0
11,1,46,0
11,1,23,0
11,1,63,0
11,1,62,0
34-39-55,3,23,0
34-39-55,3,96,0
34-39-55,3,0,0
34-39-55,3,82,0
34-39-55,3,97,0
34-55,2,39,1
39-30-81-59-87-27,6,90,0
39-30-81-59-87-27,6,80,0
39-30-81-59-87-27,6,98,0
39-30-81-59-87-27,6,91,0
39-30-81-59-87-27,6,2,0
39-59-81-87-27,5,30,1
34-39-55-89,4,30,0
34-39-55-89,4,72,0
34-39-55-89,4,42,0
34-39-55-89,4,22,0
34-39-55-89,4,29,0
89-39-55,3,34,1
11,1,78,0
11,1,53,0
11,1,0,0
11,1,7,0
11,1,49,0
30-81-69,3,24,0
30-81-69,3,78,0
30-81-69,3,55,0
30-81-69,3,99,0
30-81-69,3,16,0
81-30,2,69,1
78,1,60,0
78,1,31,0
78,1,55,0
78,1,25,0
78,1,79,0
64-73-75-11,4,63,0
64-73-75-11,4,74,0
64-73-75-11,4,61,0
64-73-75-11,4,42,0
64-73-75-11,4,99,0
11-73-75,3,64,1
35,1,76,0
35,1,45,0
35,1,65,0
35,1,2,0
35,1,58,0
46,1,57,0
46,1,86,0
46,1,79,0
46,1,82,0
46,1,80,0
57,1,54,0
57,1,38,0
57,1,70,0
57,1,77,0
57,1,18,0
81-85,2,31,0
81-85,2,52,0
81-85,2,58,0
81-85,2,36,0
81-85,2,13,0
81,1,85,1
99,1,63,0
99,1,96,0
99,1,37,0
99,1,0,0
99,1,12,0
11-3,2,76,0
11-3,2,23,0
11-3,2,5,0
11-3,2,28,0
11-3,2,86,0
3,1,11,1
55-30-23-71-81-16-93-0,8,35,0
55-30-23-71-81-16-93-0,8,61,0
55-30-23-71-81-16-93-0,8,88,0
55-30-23-71-81-16-93-0,8,99,0
55-30-23-71-81-16-93-0,8,54,0
0-71-16-81-23-93-30,7,55,1
84-30-43,3,18,0
84-30-43,3,71,0
84-30-43,3,61,0
84-30-43,3,68,0
84-30-43,3,31,0
43-84,2,30,1
94-21,2,43,0
94-21,2,52,0
94-21,2,65,0
94-21,2,84,0
94-21,2,11,0
21,1,94,1
11,1,69,0
11,1,41,0
11,1,2,0
11,1,40,0
11,1,32,0
25,1,0,0
25,1,27,0
25,1,45,0
25,1,44,0
25,1,66,0
0,1,43,0
0,1,65,0
0,1,71,0
0,1,14,0
0,1,81,0
28,1,24,0
28,1,59,0
28,1,94,0
28,1,32,0
28,1,40,0
3-11,2,9,0
3-11,2,91,0
3-11,2,8,0
3-11,2,76,0
3-11,2,84,0
11,1,3,1
79-26,2,16,0
79-26,2,53,0
79-26,2,73,0
79-26,2,10,0
79-26,2,91,0
26,1,79,1
69-46-0,3,64,0
69-46-0,3,37,0
69-46-0,3,17,0
69-46-0,3,71,0
69-46-0,3,29,0
0-69,2,46,1
11,1,54,0
11,1,60,0
11,1,30,0
11,1,69,0
11,1,55,0
92-61-3,3,74,0
92-61-3,3,35,0
92-61-3,3,89,0
92-61-3,3,28,0
92-61-3,3,78,0
3-61,2,92,1
55-39-54-42-51,5,86,0
55-39-54-42-51,5,49,0
55-39-54-42-51,5,25,0
55-39-54-42-51,5,83,0
55-39-54-42-51,5,46,0
51-55-54-39,4,42,1
18-19-43,3,44,0
18-19-43,3,20,0
18-19-43,3,32,0
18-19-43,3,88,0
18-19-43,3,66,0
18-43,2,19,1
74-11,2,73,0
74-11,2,64,0
74-11,2,20,0
74-11,2,62,0
74-11,2,12,0
11,1,74,1
95-79-80,3,10,0
95-79-80,3,1,0
95-79-80,3,74,0
95-79-80,3,39,0
95-79-80,3,7,0
95-79,2,80,1
57,1,83,0
57,1,55,0
57,1,0,0
57,1,28,0
57,1,31,0
64-1,2,13,0
64-1,2,96,0
64-1,2,3,0
64-1,2,20,0
64-1,2,54,0
1,1,64,1
14-50-85,3,77,0
14-50-85,3,6,0
14-50-85,3,12,0
14-50-85,3,23,0
14-50-85,3,66,0
85-14,2,50,1
11,1,18,0
11,1,9,0
11,1,1,0
11,1,15,0
11,1,32,0
22-11,2,82,0
22-11,2,30,0
22-11,2,96,0
22-11,2,72,0
22-11,2,78,0
22,1,11,1
57-11,2,23,0
57-11,2,42,0
57-11,2,17,0
57-11,2,75,0
57-11,2,65,0
11,1,57,1
11,1,26,0
11,1,81,0
11,1,70,0
11,1,52,0
11,1,42,0
11,1,17,0
11,1,88,0
11,1,37,0
11,1,24,0
11,1,62,0
24,1,78,0
24,1,90,0
24,1,54,0
24,1,87,0
24,1,89,0
39-20,2,89,0
39-20,2,41,0
39-20,2,71,0
39-20,2,85,0
39-20,2,86,0
39,1,20,1
30-21,2,54,0
30-21,2,58,0
30-21,2,70,0
30-21,2,2,0
30-21,2,52,0
21,1,30,1
22,1,59,0
22,1,43,0
22,1,93,0
22,1,82,0
22,1,53,0
10,1,24,0
10,1,87,0
10,1,38,0
10,1,31,0
10,1,88,0
11,1,89,0
11,1,27,0
11,1,30,0
11,1,7,0
11,1,91,0
11,1,47,0
11,1,77,0
11,1,91,0
11,1,18,0
11,1,90,0
69-38-56-11,4,2,0
69-38-56-11,4,18,0
69-38-56-11,4,62,0
69-38-56-11,4,63,0
69-38-56-11,4,95,0
56-69-38,3,11,1
1,1,93,0
1,1,66,0
1,1,28,0
1,1,34,0
1,1,59,0
10-1,2,50,0
10-1,2,12,0
10-1,2,60,0
10-1,2,14,0
10-1,2,11,0
1,1,10,1
61-45-68-26,4,35,0
61-45-68-26,4,73,0
61-45-68-26,4,96,0
61-45-68-26,4,82,0
61-45-68-26,4,33,0
26-61-45,3,68,1
19,1,4,0
19,1,97,0
19,1,28,0
19,1,60,0
19,1,3,0
26-11-0,3,55,0
26-11-0,3,51,0
26-11-0,3,82,0
26-11-0,3,57,0
26-11-0,3,12,0
0-26,2,11,1
29-2,2,37,0
29-2,2,10,0
29-2,2,28,0
29-2,2,3,0
29-2,2,31,0
2,1,29,1
65,1,87,0
65,1,95,0
65,1,13,0
65,1,77,0
65,1,48,0
43-41,2,68,0
43-41,2,94,0
43-41,2,63,0
43-41,2,76,0
43-41,2,37,0
43,1,41,1
11,1,5,0
11,1,14,0
11,1,34,0
11,1,67,0
11,1,33,0
71-74-22,3,51,0
71-74-22,3,46,0
71-74-22,3,47,0
71-74-22,3,73,0
71-74-22,3,6,0
74-71,2,22,1
92,1,36,0
92,1,67,0
92,1,16,0
92,1,17,0
92,1,39,0
21,1,10,0
21,1,1,0
21,1,45,0
21,1,8,0
21,1,11,0
26-91,2,33,0
26-91,2,4,0
26-91,2,88,0
26-91,2,69,0
26-91,2,79,0
26,1,91,1
71,1,49,0
71,1,40,0
71,1,17,0
71,1,56,0
71,1,15,0
94-8-30-44-10-55-16-39-29-88-7-15-24-19-17-13-84-14-18-20,20,70,0
94-8-30-44-10-55-16-39-29-88-7-15-24-19-17-13-84-14-18-20,20,74,0
94-8-30-44-10-55-16-39-29-88-7-15-24-19-17-13-84-14-18-20,20,91,0
94-8-30-44-10-55-16-39-29-88-7-15-24-19-17-13-84-14-18-20,20,22,0
94-8-30-44-10-55-16-39-29-88-7-15-24-19-17-13-84-14-18-20,20,85,0
7-8-10-13-14-15-16-17-18-19-84-20-88-24-29-30-94-44-55,19,39,1
29-46-21,3,8,0
29-46-21,3,49,0
29-46-21,3,95,0
29-46-21,3,68,0
29-46-21,3,99,0
29-21,2,46,1
11,1,71,0
11,1,41,0
11,1,40,0
11,1,63,0
11,1,66,0
11,1,94,0
11,1,84,0
11,1,24,0
11,1,44,0
11,1,42,0
64-93-30-81-44-80-95-1,8,43,0
64-93-30-81-44-80-95-1,8,7,0
64-93-30-81-44-80-95-1,8,34,0
64-93-30-81-44-80-95-1,8,83,0
64-93-30-81-44-80-95-1,8,57,0
64-1-44-80-81-30-95,7,93,1
55-39-30-22,4,44,0
55-39-30-22,4,79,0
55-39-30-22,4,70,0
55-39-30-22,4,35,0
55-39-30-22,4,13,0
30-22-39,3,55,1
65,1,8,0
65,1,52,0
65,1,7,0
65,1,78,0
65,1,86,0
16-98-55-29-46,5,85,0
16-98-55-29-46,5,80,0
16-98-55-29-46,5,35,0
16-98-55-29-46,5,59,0
16-98-55-29-46,5,77,0
16-98-29-55,4,46,1
56-3,2,12,0
56-3,2,45,0
56-3,2,67,0
56-3,2,47,0
56-3,2,59,0
56,1,3,1
64-38-11,3,2,0
64-38-11,3,54,0
64-38-11,3,19,0
64-38-11,3,59,0
64-38-11,3,91,0
64-38,2,11,1
1,1,34,0
1,1,7,0
1,1,2,0
1,1,15,0
1,1,43,0
31-32,2,40,0
31-32,2,89,0
31-32,2,86,0
31-32,2,25,0
31-32,2,47,0
32,1,31,1
10-69,2,51,0
10-69,2,88,0
10-69,2,1,0
10-69,2,29,0
10-69,2,68,0
10,1,69,1
11,1,61,0
11,1,52,0
11,1,8,0
11,1,56,0
11,1,71,0
28-0,2,39,0
28-0,2,66,0
28-0,2,82,0
28-0,2,31,0
28-0,2,6,0
28,1,0,1
48,1,2,0
48,1,24,0
48,1,85,0
48,1,81,0
48,1,14,0
39-55-5-78-25,5,51,0
39-55-5-78-25,5,77,0
39-55-5-78-25,5,48,0
39-55-5-78-25,5,37,0
39-55-5-78-25,5,46,0
25-5-78-39,4,55,1
30-5-27-81-90-6,6,47,0
30-5-27-81-90-6,6,36,0
30-5-27-81-90-6,6,89,0
30-5-27-81-90-6,6,54,0
30-5-27-81-90-6,6,65,0
5-6-81-27-30,5,90,1
29,1,32,0
29,1,12,0
29,1,21,0
29,1,44,0
29,1,38,0
11,1,60,0
11,1,74,0
11,1,9,0
11,1,97,0
11,1,48,0
29-1,2,35,0
29-1,2,76,0
29-1,2,80,0
29-1,2,6,0
29-1,2,82,0
1,1,29,1
11,1,68,0
11,1,47,0
11,1,73,0
11,1,9,0
11,1,14,0
56,1,29,0
56,1,26,0
56,1,97,0
56,1,75,0
56,1,80,0
55-30-8-47-29-38-82,7,5,0
55-30-8-47-29-38-82,7,26,0
55-30-8-47-29-38-82,7,67,0
55-30-8-47-29-38-82,7,52,0
55-30-8-47-29-38-82,7,20,0
38-47-82-55-29-30,6,8,1
66,1,38,0
66,1,12,0
66,1,76,0
66,1,32,0
66,1,4,0
29-20,2,41,0
29-20,2,1,0
29-20,2,25,0
29-20,2,6,0
29-20,2,81,0
29,1,20,1
11,1,54,0
11,1,13,0
11,1,91,0
11,1,43,0
11,1,89,0
84-95-79-22-78,5,62,0
84-95-79-22-78,5,63,0
84-95-79-22-78,5,67,0
84-95-79-22-78,5,45,0
84-95-79-22-78,5,69,0
84-95-22-79,4,78,1
84-6-21,3,30,0
84-6-21,3,11,0
84-6-21,3,92,0
84-6-21,3,90,0
84-6-21,3,44,0
21-6,2,84,1
11,1,63,0
11,1,27,0
11,1,81,0
11,1,96,0
11,1,10,0
85,1,60,0
85,1,55,0
85,1,12,0
85,1,44,0
85,1,11,0
43-86,2,90,0
43-86,2,99,0
43-86,2,28,0
43-86,2,75,0
43-86,2,16,0
43,1,86,1
38-22,2,11,0
38-22,2,34,0
38-22,2,63,0
38-22,2,54,0
38-22,2,44,0
22,1,38,1
0,1,24,0
0,1,1,0
0,1,16,0
0,1,87,0
0,1,88,0
0,1,77,0
0,1,1,0
0,1,48,0
0,1,29,0
0,1,97,0
66-10-45-15,4,1,0
66-10-45-15,4,7,0
66-10-45-15,4,38,0
66-10-45-15,4,87,0
66-10-45-15,4,94,0
66-10-15,3,45,1
11,1,21,0
11,1,90,0
11,1,25,0
11,1,37,0
11,1,70,0
21-56-11,3,25,0
21-56-11,3,99,0
21-56-11,3,50,0
21-56-11,3,92,0
21-56-11,3,45,0
56-21,2,11,1
74-38,2,0,0
74-38,2,78,0
74-38,2,62,0
74-38,2,99,0
74-38,2,49,0
38,1,74,1
29-55,2,65,0
29-55,2,0,0
29-55,2,42,0
29-55,2,90,0
29-55,2,19,0
55,1,29,1
24,1,90,0
24,1,50,0
24,1,0,0
24,1,69,0
24,1,3,0
13,1,20,0
13,1,27,0
13,1,95,0
13,1,47,0
13,1,2,0
69-97-39-30,4,87,0
69-97-39-30,4,28,0
69-97-39-30,4,42,0
69-97-39-30,4,4,0
69-97-39-30,4,98,0
69-30-39,3,97,1
79-31-51,3,25,0
79-31-51,3,37,0
79-31-51,3,10,0
79-31-51,3,22,0
79-31-51,3,52,0
51-79,2,31,1
71-30-80-81-70-46-11,7,45,0
71-30-80-81-70-46-11,7,79,0
71-30-80-81-70-46-11,7,39,0
71-30-80-81-70-46-11,7,12,0
71-30-80-81-70-46-11,7,99,0
71-11-46-80-81-30,6,70,1
49-22,2,27,0
49-22,2,42,0
49-22,2,87,0
49-22,2,24,0
49-22,2,43,0
49,1,22,1
11,1,1,0
11,1,68,0
11,1,62,0
11,1,86,0
11,1,40,0
11,1,9,0
11,1,72,0
11,1,37,0
11,1,29,0
11,1,91,0
7-2-11-0,4,72,0
7-2-11-0,4,19,0
7-2-11-0,4,15,0
7-2-11-0,4,95,0
7-2-11-0,4,64,0
0-2-11,3,7,1
30-10-21,3,96,0
30-10-21,3,45,0
30-10-21,3,1,0
30-10-21,3,97,0
30-10-21,3,31,0
21-30,2,10,1
11,1,45,0
11,1,99,0
11,1,20,0
11,1,4,0
11,1,66,0
82-7-8-88-20,5,19,0
82-7-8-88-20,5,39,0
82-7-8-88-20,5,9,0
82-7-8-88-20,5,27,0
82-7-8-88-20,5,51,0
8-88-20-7,4,82,1
12-76,2,95,0
12-76,2,57,0
12-76,2,53,0
12-76,2,55,0
12-76,2,9,0
12,1,76,1
46,1,87,0
46,1,64,0
46,1,10,0
46,1,38,0
46,1,33,0
47-58-32-12-13-26-67-6-31-84-52-0,12,39,0
47-58-32-12-13-26-67-6-31-84-52-0,12,29,0
47-58-32-12-13-26-67-6-31-84-52-0,12,62,0
47-58-32-12-13-26-67-6-31-84-52-0,12,4,0
47-58-32-12-13-26-67-6-31-84-52-0,12,3,0
32-0-26-67-12-13-47-84-52-58-31,11,6,1
38-1,2,15,0
38-1,2,46,0
38-1,2,77,0
38-1,2,69,0
38-1,2,74,0
38,1,1,1
29-71-52,3,15,0
29-71-52,3,14,0
29-71-52,3,82,0
29-71-52,3,65,0
29-71-52,3,6,0
52-71,2,29,1
38,1,28,0
38,1,19,0
38,1,56,0
38,1,87,0
38,1,69,0
55-78,2,68,0
55-78,2,64,0
55-78,2,33,0
55-78,2,29,0
55-78,2,62,0
55,1,78,1
15,1,42,0
15,1,65,0
15,1,17,0
15,1,36,0
15,1,23,0
97-71,2,78,0
97-71,2,28,0
97-71,2,34,0
97-71,2,41,0
97-71,2,56,0
71,1,97,1
14-76,2,61,0
14-76,2,65,0
14-76,2,42,0
14-76,2,66,0
14-76,2,11,0
14,1,76,1
40,1,14,0
40,1,32,0
40,1,69,0
40,1,56,0
40,1,59,0
55-22-0,3,56,0
55-22-0,3,30,0
55-22-0,3,94,0
55-22-0,3,4,0
55-22-0,3,83,0
0-55,2,22,1
10-24-17-19,4,14,0
10-24-17-19,4,18,0
10-24-17-19,4,81,0
10-24-17-19,4,47,0
10-24-17-19,4,6,0
17-10-19,3,24,1
7-26,2,10,0
7-26,2,32,0
7-26,2,86,0
7-26,2,65,0
7-26,2,70,0
26,1,7,1
25,1,96,0
25,1,58,0
25,1,30,0
25,1,78,0
25,1,18,0
61-30-26-28-2-21-52-11,8,98,0
61-30-26-28-2-21-52-11,8,39,0
61-30-26-28-2-21-52-11,8,18,0
61-30-26-28-2-21-52-11,8,53,0
61-30-26-28-2-21-52-11,8,15,0
2-11-52-21-26-28-61,7,30,1
11,1,1,0
11,1,62,0
11,1,67,0
11,1,13,0
11,1,90,0
35-0,2,96,0
35-0,2,10,0
35-0,2,93,0
35-0,2,88,0
35-0,2,4,0
35,1,0,1
79,1,84,0
79,1,33,0
79,1,86,0
79,1,18,0
79,1,27,0
7-87-82-76,4,94,0
7-87-82-76,4,60,0
7-87-82-76,4,26,0
7-87-82-76,4,85,0
7-87-82-76,4,78,0
82-76-87,3,7,1
44-90-7-55,4,45,0
44-90-7-55,4,41,0
44-90-7-55,4,26,0
44-90-7-55,4,33,0
44-90-7-55,4,48,0
90-44-7,3,55,1
49-11,2,57,0
49-11,2,42,0
49-11,2,15,0
49-11,2,61,0
49-11,2,74,0
49,1,11,1
7-99-11,3,63,0
7-99-11,3,84,0
7-99-11,3,15,0
7-99-11,3,38,0
7-99-11,3,23,0
99-7,2,11,1
30,1,97,0
30,1,98,0
30,1,92,0
30,1,27,0
30,1,51,0
25,1,81,0
25,1,73,0
25,1,74,0
25,1,57,0
25,1,50,0
1-53,2,20,0
1-53,2,11,0
1-53,2,55,0
1-53,2,18,0
1-53,2,90,0
53,1,1,1
10,1,16,0
10,1,97,0
10,1,58,0
10,1,83,0
10,1,60,0
65-38,2,99,0
65-38,2,10,0
65-38,2,83,0
65-38,2,66,0
65-38,2,92,0
38,1,65,1
54,1,21,0
54,1,38,0
54,1,60,0
54,1,26,0
54,1,65,0
9-37-70-11,4,73,0
9-37-70-11,4,67,0
9-37-70-11,4,47,0
9-37-70-11,4,85,0
9-37-70-11,4,5,0
9-11-70,3,37,1
90-10-29-80-59-11,6,14,0
90-10-29-80-59-11,6,75,0
90-10-29-80-59-11,6,51,0
90-10-29-80-59-11,6,41,0
90-10-29-80-59-11,6,71,0
11-80-90-59-29,5,10,1
69-97-14-94-53,5,81,0
69-97-14-94-53,5,83,0
69-97-14-94-53,5,55,0
69-97-14-94-53,5,91,0
69-97-14-94-53,5,35,0
97-69-14-94,4,53,1
21,1,72,0
21,1,6,0
21,1,28,0
21,1,45,0
21,1,49,0
11,1,85,0
11,1,77,0
11,1,41,0
11,1,87,0
11,1,5,0
89,1,49,0
89,1,37,0
89,1,70,0
89,1,98,0
89,1,51,0
84-69-98-29,4,58,0
84-69-98-29,4,57,0
84-69-98-29,4,16,0
84-69-98-29,4,33,0
84-69-98-29,4,14,0
98-69-29,3,84,1
23-14-53-0,4,45,0
23-14-53-0,4,22,0
23-14-53-0,4,82,0
23-14-53-0,4,7,0
23-14-53-0,4,57,0
53-14-23,3,0,1
63-1-11,3,13,0
63-1-11,3,69,0
63-1-11,3,60,0
63-1-11,3,51,0
63-1-11,3,23,0
1-63,2,11,1
73,1,51,0
73,1,58,0
73,1,45,0
73,1,8,0
73,1,1,0
45,1,62,0
45,1,71,0
45,1,34,0
45,1,18,0
45,1,24,0
26-29,2,0,0
26-29,2,91,0
26-29,2,84,0
26-29,2,11,0
26-29,2,73,0
29,1,26,1
19,1,0,0
19,1,51,0
19,1,34,0
19,1,72,0
19,1,53,0
39-30-51-55-11,5,37,0
39-30-51-55-11,5,96,0
39-30-51-55-11,5,68,0
39-30-51-55-11,5,36,0
39-30-51-55-11,5,19,0
51-55-30-39,4,11,1
39-55-11,3,25,0
39-55-11,3,36,0
39-55-11,3,19,0
39-55-11,3,59,0
39-55-11,3,38,0
11-55,2,39,1
56,1,97,0
56,1,78,0
56,1,11,0
56,1,16,0
56,1,25,0
34-10-5-26,4,22,0
34-10-5-26,4,50,0
34-10-5-26,4,24,0
34-10-5-26,4,46,0
34-10-5-26,4,29,0
26-34-5,3,10,1
30-34-45,3,99,0
30-34-45,3,11,0
30-34-45,3,52,0
30-34-45,3,84,0
30-34-45,3,32,0
34-30,2,45,1
74,1,4,0
74,1,75,0
74,1,46,0
74,1,86,0
74,1,37,0
81-85,2,28,0
81-85,2,78,0
81-85,2,54,0
81-85,2,31,0
81-85,2,14,0
85,1,81,1
11,1,63,0
11,1,24,0
11,1,67,0
11,1,59,0
11,1,2,0
11,1,81,0
11,1,24,0
11,1,6,0
11,1,27,0
11,1,48,0
38,1,76,0
38,1,96,0
38,1,78,0
38,1,48,0
38,1,58,0
24-10,2,60,0
24-10,2,75,0
24-10,2,31,0
24-10,2,18,0
24-10,2,12,0
24,1,10,1
38-32,2,61,0
38-32,2,55,0
38-32,2,97,0
38-32,2,44,0
38-32,2,13,0
32,1,38,1
10-42-43-40-11-0,6,89,0
10-42-43-40-11-0,6,99,0
10-42-43-40-11-0,6,93,0
10-42-43-40-11-0,6,31,0
10-42-43-40-11-0,6,80,0
40-10-43-11-42,5,0,1
14-84-89,3,54,0
14-84-89,3,66,0
14-84-89,3,12,0
14-84-89,3,60,0
14-84-89,3,37,0
89-84,2,14,1
55-52,2,97,0
55-52,2,27,0
55-52,2,63,0
55-52,2,30,0
55-52,2,96,0
55,1,52,1
50,1,52,0
50,1,97,0
50,1,92,0
50,1,84,0
50,1,32,0
90-22,2,46,0
90-22,2,64,0
90-22,2,79,0
90-22,2,78,0
90-22,2,97,0
22,1,90,1
11,1,45,0
11,1,57,0
11,1,41,0
11,1,85,0
11,1,56,0
45-88-7,3,37,0
45-88-7,3,14,0
45-88-7,3,6,0
45-88-7,3,16,0
45-88-7,3,95,0
45-7,2,88,1
92-39-23-30-81-1-11,7,82,0
92-39-23-30-81-1-11,7,44,0
92-39-23-30-81-1-11,7,57,0
92-39-23-30-81-1-11,7,3,0
92-39-23-30-81-1-11,7,79,0
1-39-11-81-92-30,6,23,1
62,1,47,0
62,1,7,0
62,1,39,0
62,1,94,0
62,1,44,0
14-11,2,80,0
14-11,2,51,0
14-11,2,71,0
14-11,2,94,0
14-11,2,24,0
11,1,14,1
84-55-30-56-10-22,6,67,0
84-55-30-56-10-22,6,35,0
84-55-30-56-10-22,6,31,0
84-55-30-56-10-22,6,8,0
84-55-30-56-10-22,6,47,0
10-84-22-55-30,5,56,1
11,1,86,0
11,1,69,0
11,1,89,0
11,1,36,0
11,1,14,0
8,1,99,0
8,1,52,0
8,1,58,0
8,1,81,0
8,1,44,0
25,1,92,0
25,1,9,0
25,1,73,0
25,1,76,0
25,1,68,0
57-48,2,67,0
57-48,2,62,0
57-48,2,99,0
57-48,2,27,0
57-48,2,31,0
48,1,57,1
11,1,21,0
11,1,48,0
11,1,73,0
11,1,66,0
11,1,96,0
24-21,2,51,0
24-21,2,27,0
24-21,2,5,0
24-21,2,75,0
24-21,2,69,0
24,1,21,1
34,1,68,0
34,1,78,0
34,1,17,0
34,1,59,0
34,1,32,0
68-84-80-79-83-28-1-53-0,9,74,0
68-84-80-79-83-28-1-53-0,9,86,0
68-84-80-79-83-28-1-53-0,9,38,0
68-84-80-79-83-28-1-53-0,9,25,0
68-84-80-79-83-28-1-53-0,9,96,0
0-68-79-80-83-84-53-28,8,1,1
11,1,90,0
11,1,79,0
11,1,13,0
11,1,6,0
11,1,19,0
11,1,13,0
11,1,81,0
11,1,40,0
11,1,88,0
11,1,49,0
24,1,65,0
24,1,62,0
24,1,80,0
24,1,16,0
24,1,33,0
98-72-14-38-29-71-74,7,57,0
98-72-14-38-29-71-74,7,33,0
98-72-14-38-29-71-74,7,10,0
98-72-14-38-29-71-74,7,23,0
98-72-14-38-29-71-74,7,59,0
98-38-71-72-74-29,6,14,1
10-52,2,13,0
10-52,2,33,0
10-52,2,99,0
10-52,2,75,0
10-52,2,67,0
10,1,52,1
48-25,2,42,0
48-25,2,93,0
48-25,2,32,0
48-25,2,65,0
48-25,2,47,0
48,1,25,1
39-10-75-11-52,5,29,0
39-10-75-11-52,5,95,0
39-10-75-11-52,5,44,0
39-10-75-11-52,5,88,0
39-10-75-11-52,5,99,0
10-11-52-39,4,75,1
49-11,2,7,0
49-11,2,5,0
49-11,2,43,0
49-11,2,51,0
49-11,2,25,0
49,1,11,1
77,1,11,0
77,1,2,0
77,1,57,0
77,1,73,0
77,1,4,0
59-38-0,3,30,0
59-38-0,3,2,0
59-38-0,3,76,0
59-38-0,3,81,0
59-38-0,3,64,0
0-38,2,59,1
53,1,40,0
53,1,90,0
53,1,30,0
53,1,8,0
53,1,72,0
88-79-24-80-28,5,47,0
88-79-24-80-28,5,1,0
88-79-24-80-28,5,7,0
88-79-24-80-28,5,9,0
88-79-24-80-28,5,48,0
80-24-28-79,4,88,1
57,1,31,0
57,1,78,0
57,1,76,0
57,1,49,0
57,1,39,0
63,1,38,0
63,1,5,0
63,1,70,0
63,1,0,0
63,1,59,0
22,1,57,0
22,1,6,0
22,1,64,0
22,1,8,0
22,1,54,0
38,1,61,0
38,1,82,0
38,1,28,0
38,1,85,0
38,1,50,0
38-36,2,72,0
38-36,2,76,0
38-36,2,64,0
38-36,2,59,0
38-36,2,61,0
38,1,36,1
18-10,2,42,0
18-10,2,62,0
18-10,2,12,0
18-10,2,30,0
18-10,2,35,0
18,1,10,1
75,1,1,0
75,1,15,0
75,1,0,0
75,1,48,0
75,1,29,0
96-8-88-30-81-79-80,7,10,0
96-8-88-30-81-79-80,7,26,0
96-8-88-30-81-79-80,7,21,0
96-8-88-30-81-79-80,7,4,0
96-8-88-30-81-79-80,7,50,0
96-8-80-81-88-30,6,79,1
55,1,40,0
55,1,26,0
55,1,39,0
55,1,79,0
55,1,14,0
38,1,68,0
38,1,66,0
38,1,24,0
38,1,54,0
38,1,3,0
84,1,91,0
84,1,45,0
84,1,70,0
84,1,11,0
84,1,22,0
88-26,2,31,0
88-26,2,27,0
88-26,2,62,0
88-26,2,99,0
88-26,2,89,0
26,1,88,1
30-4-23,3,54,0
30-4-23,3,94,0
30-4-23,3,8,0
30-4-23,3,43,0
30-4-23,3,13,0
4-23,2,30,1
21-11,2,9,0
21-11,2,95,0
21-11,2,85,0
21-11,2,74,0
21-11,2,81,0
11,1,21,1
84,1,55,0
84,1,20,0
84,1,1,0
84,1,31,0
84,1,60,0
53-11-0,3,82,0
53-11-0,3,13,0
53-11-0,3,68,0
53-11-0,3,26,0
53-11-0,3,77,0
0-11,2,53,1
76-14-56,3,22,0
76-14-56,3,5,0
76-14-56,3,31,0
76-14-56,3,40,0
76-14-56,3,89,0
56-76,2,14,1
38,1,98,0
38,1,13,0
38,1,84,0
38,1,15,0
38,1,65,0
84-11,2,40,0
84-11,2,46,0
84-11,2,18,0
84-11,2,90,0
84-11,2,29,0
11,1,84,1
11,1,59,0
11,1,88,0
11,1,78,0
11,1,45,0
11,1,29,0
24-14,2,33,0
24-14,2,42,0
24-14,2,66,0
24-14,2,38,0
24-14,2,4,0
24,1,14,1
1-91-11,3,9,0
1-91-11,3,32,0
1-91-11,3,98,0
1-91-11,3,54,0
1-91-11,3,97,0
1-91,2,11,1
62,1,80,0
62,1,5,0
62,1,54,0
62,1,17,0
62,1,71,0
31-32,2,45,0
31-32,2,69,0
31-32,2,70,0
31-32,2,56,0
31-32,2,41,0
31,1,32,1
21,1,14,0
21,1,13,0
21,1,16,0
21,1,5,0
21,1,12,0
99-11,2,30,0
99-11,2,87,0
99-11,2,41,0
99-11,2,96,0
99-11,2,4,0
11,1,99,1
64-97-38,3,27,0
64-97-38,3,37,0
64-97-38,3,85,0
64-97-38,3,51,0
