itemSet,setSize,target,conversion
1,1,49,0
1,1,80,0
1,1,7,0
1,1,59,0
23-31-24-76-69-75,6,47,0
23-31-24-76-69-75,6,72,0
23-31-24-76-69-75,6,98,0
23-31-24-76-69-75,6,67,0
23-31-24-76-69-75,6,19,0
69-76-23-24-31,5,75,1
2,1,8,0
2,1,46,0
2,1,29,0
2,1,43,0
2,1,88,0
30,1,7,0
30,1,23,0
30,1,55,0
30,1,60,0
30,1,96,0
49,1,48,0
49,1,21,0
49,1,58,0
49,1,31,0
49,1,11,0
22-27-2-7-15-20,6,81,0
22-27-2-7-15-20,6,6,0
22-27-2-7-15-20,6,11,0
22-27-2-7-15-20,6,80,0
22-27-2-7-15-20,6,69,0
7-15-20-22-27,5,2,1
15,1,40,0
15,1,86,0
15,1,51,0
15,1,78,0
15,1,41,0
7-77,2,1,0
7-77,2,97,0
7-77,2,24,0
7-77,2,85,0
7-77,2,86,0
7,1,77,1
20-17-4,3,16,0
20-17-4,3,78,0
20-17-4,3,73,0
20-17-4,3,12,0
20-17-4,3,10,0
17-20,2,4,1
2,1,1,0
2,1,83,0
2,1,16,0
2,1,3,0
2,1,67,0
50,1,38,0
50,1,92,0
50,1,77,0
50,1,67,0
50,1,80,0
8,1,88,0
8,1,67,0
8,1,93,0
8,1,61,0
8,1,63,0
57-27-7-22-15,5,58,0
57-27-7-22-15,5,14,0
57-27-7-22-15,5,5,0
57-27-7-22-15,5,19,0
57-27-7-22-15,5,2,0
57-27-22-15,4,7,1
51,1,30,0
51,1,74,0
51,1,17,0
51,1,10,0
51,1,3,0
66,1,14,0
66,1,80,0
66,1,32,0
66,1,0,0
66,1,58,0
7-93-50-6-18,5,0,0
7-93-50-6-18,5,2,0
7-93-50-6-18,5,37,0
7-93-50-6-18,5,44,0
7-93-50-6-18,5,31,0
50-18-93-7,4,6,1
48-22,2,49,0
48-22,2,39,0
48-22,2,30,0
48-22,2,62,0
48-22,2,13,0
22,1,48,1
71,1,3,0
71,1,27,0
71,1,81,0
71,1,53,0
71,1,36,0
62-70,2,54,0
62-70,2,39,0
62-70,2,50,0
62-70,2,57,0
62-70,2,60,0
70,1,62,1
53-12,2,68,0
53-12,2,34,0
53-12,2,66,0
53-12,2,80,0
53-12,2,58,0
53,1,12,1
30,1,37,0
30,1,91,0
30,1,42,0
30,1,92,0
30,1,27,0
83-9-36,3,45,0
83-9-36,3,62,0
83-9-36,3,3,0
83-9-36,3,48,0
83-9-36,3,58,0
83-36,2,9,1
64-61,2,88,0
64-61,2,71,0
64-61,2,15,0
64-61,2,93,0
64-61,2,16,0
64,1,61,1
15-17,2,86,0
15-17,2,56,0
15-17,2,99,0
15-17,2,52,0
15-17,2,68,0
15,1,17,1
22,1,52,0
22,1,41,0
22,1,15,0
22,1,64,0
22,1,5,0
46,1,10,0
46,1,79,0
46,1,54,0
46,1,22,0
46,1,92,0
20,1,58,0
20,1,29,0
20,1,41,0
20,1,92,0
20,1,53,0
27-20-15,3,37,0
27-20-15,3,59,0
27-20-15,3,40,0
27-20-15,3,48,0
27-20-15,3,73,0
20-15,2,27,1
7-69,2,59,0
7-69,2,42,0
7-69,2,22,0
7-69,2,74,0
7-69,2,88,0
7,1,69,1
77-52-15,3,40,0
77-52-15,3,3,0
77-52-15,3,12,0
77-52-15,3,79,0
77-52-15,3,41,0
52-77,2,15,1
15-20-38-52,4,98,0
15-20-38-52,4,48,0
15-20-38-52,4,91,0
15-20-38-52,4,4,0
15-20-38-52,4,61,0
52-38-15,3,20,1
30,1,59,0
30,1,87,0
30,1,72,0
30,1,20,0
30,1,56,0
7-72-22-38-51-49-27-15-20-73,10,85,0
7-72-22-38-51-49-27-15-20-73,10,28,0
7-72-22-38-51-49-27-15-20-73,10,18,0
7-72-22-38-51-49-27-15-20-73,10,78,0
7-72-22-38-51-49-27-15-20-73,10,44,0
38-7-72-15-49-51-20-22-27,9,73,1
41-74,2,76,0
41-74,2,23,0
41-74,2,15,0
41-74,2,59,0
41-74,2,69,0
41,1,74,1
15,1,50,0
15,1,2,0
15,1,9,0
15,1,93,0
15,1,73,0
24,1,92,0
24,1,79,0
24,1,19,0
24,1,2,0
24,1,90,0
7-10-15,3,42,0
7-10-15,3,0,0
7-10-15,3,4,0
7-10-15,3,48,0
7-10-15,3,82,0
10-7,2,15,1
46-43,2,47,0
46-43,2,59,0
46-43,2,63,0
46-43,2,82,0
46-43,2,0,0
46,1,43,1
72-50-73-63-85,5,95,0
72-50-73-63-85,5,96,0
72-50-73-63-85,5,99,0
72-50-73-63-85,5,23,0
72-50-73-63-85,5,57,0
72-73-50-85,4,63,1
7-48-2,3,79,0
7-48-2,3,36,0
7-48-2,3,24,0
7-48-2,3,77,0
7-48-2,3,32,0
48-7,2,2,1
45-66-65,3,75,0
45-66-65,3,58,0
45-66-65,3,85,0
45-66-65,3,93,0
45-66-65,3,31,0
65-45,2,66,1
43-50,2,52,0
43-50,2,67,0
43-50,2,23,0
43-50,2,40,0
43-50,2,49,0
50,1,43,1
15-82,2,26,0
15-82,2,25,0
15-82,2,13,0
15-82,2,12,0
15-82,2,58,0
82,1,15,1
73-92,2,26,0
73-92,2,95,0
73-92,2,42,0
73-92,2,89,0
73-92,2,79,0
73,1,92,1
9-49-46-43,4,21,0
9-49-46-43,4,25,0
9-49-46-43,4,16,0
9-49-46-43,4,80,0
9-49-46-43,4,83,0
49-43-46,3,9,1
7,1,20,0
7,1,80,0
7,1,66,0
7,1,12,0
7,1,10,0
49,1,4,0
49,1,41,0
49,1,80,0
49,1,35,0
49,1,85,0
50-92-18,3,95,0
50-92-18,3,69,0
50-92-18,3,12,0
50-92-18,3,45,0
50-92-18,3,31,0
18-92,2,50,1
20,1,38,0
20,1,7,0
20,1,59,0
20,1,74,0
20,1,53,0
20-15-39-17-28-40-74,7,73,0
20-15-39-17-28-40-74,7,3,0
20-15-39-17-28-40-74,7,63,0
20-15-39-17-28-40-74,7,35,0
20-15-39-17-28-40-74,7,94,0
39-40-74-17-20-28,6,15,1
86-82,2,79,0
86-82,2,56,0
86-82,2,30,0
86-82,2,33,0
86-82,2,6,0
82,1,86,1
61-60,2,79,0
61-60,2,57,0
61-60,2,49,0
61-60,2,32,0
61-60,2,55,0
61,1,60,1
15-80,2,49,0
15-80,2,1,0
15-80,2,77,0
15-80,2,35,0
15-80,2,7,0
15,1,80,1
38,1,10,0
38,1,49,0
38,1,52,0
38,1,32,0
38,1,25,0
20-52,2,54,0
20-52,2,95,0
20-52,2,49,0
20-52,2,39,0
20-52,2,84,0
52,1,20,1
57,1,65,0
57,1,24,0
57,1,41,0
57,1,45,0
57,1,7,0
27-20,2,47,0
27-20,2,2,0
27-20,2,13,0
27-20,2,81,0
27-20,2,90,0
20,1,27,1
20,1,39,0
20,1,67,0
20,1,50,0
20,1,38,0
20,1,2,0
92,1,0,0
92,1,65,0
92,1,28,0
92,1,64,0
92,1,31,0
51,1,48,0
51,1,41,0
51,1,4,0
51,1,22,0
51,1,83,0
70-10,2,22,0
70-10,2,45,0
70-10,2,13,0
70-10,2,0,0
70-10,2,97,0
70,1,10,1
40,1,99,0
40,1,25,0
40,1,87,0
40,1,45,0
40,1,5,0
40,1,23,0
40,1,53,0
40,1,44,0
40,1,45,0
40,1,7,0
87,1,25,0
87,1,90,0
87,1,14,0
87,1,75,0
87,1,49,0
52-46,2,30,0
52-46,2,76,0
52-46,2,67,0
52-46,2,68,0
52-46,2,92,0
52,1,46,1
27,1,63,0
27,1,19,0
27,1,56,0
27,1,11,0
27,1,14,0
51-22-2-7-50,5,33,0
51-22-2-7-50,5,78,0
51-22-2-7-50,5,61,0
51-22-2-7-50,5,56,0
51-22-2-7-50,5,84,0
2-50-22-7,4,51,1
98-69-31,3,97,0
98-69-31,3,34,0
98-69-31,3,42,0
98-69-31,3,44,0
98-69-31,3,56,0
98-31,2,69,1
16-92-24-13,4,57,0
16-92-24-13,4,30,0
16-92-24-13,4,7,0
16-92-24-13,4,29,0
16-92-24-13,4,67,0
24-92-13,3,16,1
6-62,2,93,0
6-62,2,94,0
6-62,2,16,0
6-62,2,90,0
6-62,2,85,0
62,1,6,1
92,1,81,0
92,1,68,0
92,1,37,0
92,1,45,0
92,1,78,0
19-15,2,38,0
19-15,2,44,0
19-15,2,96,0
19-15,2,95,0
19-15,2,27,0
19,1,15,1
73,1,12,0
73,1,86,0
73,1,75,0
73,1,48,0
73,1,87,0
20,1,70,0
20,1,51,0
20,1,54,0
20,1,0,0
20,1,89,0
37-28,2,68,0
37-28,2,46,0
37-28,2,51,0
37-28,2,57,0
37-28,2,32,0
28,1,37,1
2-0-15-80,4,87,0
2-0-15-80,4,66,0
2-0-15-80,4,60,0
2-0-15-80,4,96,0
2-0-15-80,4,74,0
0-80-15,3,2,1
20,1,89,0
20,1,27,0
20,1,10,0
20,1,15,0
20,1,91,0
15-21,2,45,0
15-21,2,39,0
15-21,2,24,0
15-21,2,50,0
15-21,2,79,0
15,1,21,1
19,1,18,0
19,1,58,0
19,1,91,0
19,1,41,0
19,1,30,0
37-14-15-20,4,80,0
37-14-15-20,4,32,0
37-14-15-20,4,16,0
37-14-15-20,4,3,0
37-14-15-20,4,97,0
20-37-14,3,15,1
63,1,54,0
63,1,46,0
63,1,29,0
63,1,1,0
63,1,24,0
90-82-49-2-15-27-92,7,42,0
90-82-49-2-15-27-92,7,58,0
90-82-49-2-15-27-92,7,38,0
90-82-49-2-15-27-92,7,74,0
90-82-49-2-15-27-92,7,76,0
2-15-49-82-27-92,6,90,1
15-21-20,3,81,0
15-21-20,3,7,0
15-21-20,3,0,0
15-21-20,3,68,0
15-21-20,3,98,0
21-15,2,20,1
47-36,2,66,0
47-36,2,30,0
47-36,2,17,0
47-36,2,90,0
47-36,2,65,0
36,1,47,1
15,1,51,0
15,1,33,0
15,1,99,0
15,1,38,0
15,1,64,0
21-15-20,3,47,0
21-15-20,3,80,0
21-15-20,3,11,0
21-15-20,3,31,0
21-15-20,3,25,0
20-15,2,21,1
47-99-15-80-56,5,36,0
47-99-15-80-56,5,27,0
47-99-15-80-56,5,96,0
47-99-15-80-56,5,34,0
47-99-15-80-56,5,51,0
80-99-47-15,4,56,1
46-7,2,54,0
46-7,2,26,0
46-7,2,40,0
46-7,2,62,0
46-7,2,45,0
7,1,46,1
11-48,2,55,0
11-48,2,15,0
11-48,2,79,0
11-48,2,72,0
11-48,2,58,0
11,1,48,1
60-75,2,19,0
60-75,2,1,0
60-75,2,54,0
60-75,2,4,0
60-75,2,32,0
60,1,75,1
85,1,28,0
85,1,89,0
85,1,83,0
85,1,71,0
85,1,24,0
15,1,77,0
15,1,2,0
15,1,94,0
15,1,74,0
15,1,6,0
96,1,68,0
96,1,69,0
96,1,80,0
96,1,62,0
96,1,75,0
19-14,2,20,0
19-14,2,85,0
19-14,2,94,0
19-14,2,81,0
19-14,2,17,0
19,1,14,1
2-68-65,3,69,0
2-68-65,3,11,0
2-68-65,3,28,0
2-68-65,3,4,0
2-68-65,3,56,0
2-68,2,65,1
20,1,40,0
20,1,41,0
20,1,95,0
20,1,89,0
20,1,42,0
15-20,2,90,0
15-20,2,86,0
15-20,2,48,0
15-20,2,19,0
15-20,2,83,0
15,1,20,1
39-31-22-51-2-7-9-10,8,58,0
39-31-22-51-2-7-9-10,8,93,0
39-31-22-51-2-7-9-10,8,60,0
39-31-22-51-2-7-9-10,8,85,0
39-31-22-51-2-7-9-10,8,30,0
2-39-7-9-10-51-31,7,22,1
11-59,2,50,0
11-59,2,78,0
11-59,2,68,0
11-59,2,76,0
11-59,2,45,0
59,1,11,1
91-49-36,3,83,0
91-49-36,3,92,0
91-49-36,3,73,0
91-49-36,3,55,0
91-49-36,3,53,0
91-36,2,49,1
58-94-51-83-36-63,6,40,0
58-94-51-83-36-63,6,96,0
58-94-51-83-36-63,6,3,0
58-94-51-83-36-63,6,20,0
58-94-51-83-36-63,6,5,0
51-83-58-94-63,5,36,1
48,1,6,0
48,1,53,0
48,1,65,0
48,1,26,0
48,1,87,0
23-21-65-31,4,63,0
23-21-65-31,4,99,0
23-21-65-31,4,11,0
23-21-65-31,4,8,0
23-21-65-31,4,26,0
65-23-31,3,21,1
51,1,68,0
51,1,75,0
51,1,7,0
51,1,93,0
51,1,52,0
52,1,62,0
52,1,18,0
52,1,37,0
52,1,45,0
52,1,47,0
26-65-48,3,71,0
26-65-48,3,9,0
26-65-48,3,62,0
26-65-48,3,55,0
26-65-48,3,43,0
48-65,2,26,1
2-19,2,94,0
2-19,2,13,0
2-19,2,69,0
2-19,2,33,0
2-19,2,58,0
19,1,2,1
67,1,62,0
67,1,26,0
67,1,51,0
67,1,4,0
67,1,46,0
15,1,63,0
15,1,57,0
15,1,35,0
15,1,90,0
15,1,58,0
15-20-2-7-27,5,0,0
15-20-2-7-27,5,64,0
15-20-2-7-27,5,92,0
15-20-2-7-27,5,41,0
15-20-2-7-27,5,43,0
2-27-20-15,4,7,1
53-12,2,24,0
53-12,2,99,0
53-12,2,90,0
53-12,2,88,0
53-12,2,52,0
53,1,12,1
15,1,91,0
15,1,96,0
15,1,76,0
15,1,28,0
15,1,12,0
91-36-50-1,4,21,0
91-36-50-1,4,54,0
91-36-50-1,4,78,0
91-36-50-1,4,79,0
91-36-50-1,4,25,0
1-91-36,3,50,1
53-39-20-15-27-99-35,7,48,0
53-39-20-15-27-99-35,7,23,0
53-39-20-15-27-99-35,7,70,0
53-39-20-15-27-99-35,7,22,0
53-39-20-15-27-99-35,7,87,0
35-99-15-20-53-27,6,39,1
45-29,2,8,0
45-29,2,79,0
45-29,2,64,0
45-29,2,28,0
45-29,2,52,0
45,1,29,1
54-7,2,80,0
54-7,2,66,0
54-7,2,26,0
54-7,2,75,0
54-7,2,9,0
7,1,54,1
0-14-2,3,18,0
0-14-2,3,45,0
0-14-2,3,27,0
0-14-2,3,37,0
0-14-2,3,17,0
2-14,2,0,1
48,1,69,0
48,1,14,0
48,1,35,0
48,1,27,0
48,1,71,0
18,1,74,0
18,1,93,0
18,1,95,0
18,1,54,0
18,1,78,0
45-23,2,96,0
45-23,2,37,0
45-23,2,33,0
45-23,2,87,0
45-23,2,22,0
45,1,23,1
45-23-78-26,4,5,0
45-23-78-26,4,33,0
45-23-78-26,4,66,0
45-23-78-26,4,55,0
45-23-78-26,4,85,0
45-78-23,3,26,1
46-52-16,3,74,0
46-52-16,3,62,0
46-52-16,3,79,0
46-52-16,3,57,0
46-52-16,3,48,0
16-52,2,46,1
70,1,31,0
70,1,88,0
70,1,22,0
70,1,28,0
70,1,98,0
21,1,62,0
21,1,55,0
21,1,51,0
21,1,15,0
21,1,77,0
73-67,2,29,0
73-67,2,3,0
73-67,2,44,0
73-67,2,53,0
73-67,2,41,0
67,1,73,1
32,1,48,0
32,1,23,0
32,1,75,0
32,1,5,0
32,1,31,0
62,1,68,0
62,1,87,0
62,1,91,0
62,1,99,0
62,1,38,0
62,1,59,0
62,1,37,0
62,1,99,0
62,1,44,0
62,1,93,0
87-16,2,56,0
87-16,2,39,0
87-16,2,31,0
87-16,2,14,0
87-16,2,11,0
16,1,87,1
42-65-72,3,23,0
42-65-72,3,84,0
42-65-72,3,34,0
42-65-72,3,0,0
42-65-72,3,20,0
65-42,2,72,1
53-23-43,3,35,0
53-23-43,3,49,0
53-23-43,3,78,0
53-23-43,3,74,0
53-23-43,3,73,0
53-23,2,43,1
7-18,2,62,0
7-18,2,1,0
7-18,2,96,0
7-18,2,60,0
7-18,2,90,0
18,1,7,1
86-38,2,34,0
86-38,2,7,0
86-38,2,90,0
86-38,2,43,0
86-38,2,98,0
86,1,38,1
60,1,63,0
60,1,47,0
60,1,90,0
60,1,32,0
60,1,99,0
6,1,44,0
6,1,53,0
6,1,83,0
6,1,78,0
6,1,20,0
21,1,42,0
21,1,95,0
21,1,11,0
21,1,0,0
21,1,25,0
54-7-15-20-9-83-36,7,67,0
54-7-15-20-9-83-36,7,8,0
54-7-15-20-9-83-36,7,97,0
54-7-15-20-9-83-36,7,93,0
54-7-15-20-9-83-36,7,3,0
36-7-9-15-20-54,6,83,1
96-20-69,3,44,0
96-20-69,3,87,0
96-20-69,3,12,0
96-20-69,3,86,0
96-20-69,3,73,0
20-69,2,96,1
43-46,2,17,0
43-46,2,22,0
43-46,2,24,0
43-46,2,1,0
43-46,2,53,0
43,1,46,1
15-38-52-77,4,43,0
15-38-52-77,4,51,0
15-38-52-77,4,82,0
15-38-52-77,4,6,0
15-38-52-77,4,0,0
77-38-15,3,52,1
14-2-99-27-16,5,32,0
14-2-99-27-16,5,49,0
14-2-99-27-16,5,23,0
14-2-99-27-16,5,68,0
14-2-99-27-16,5,78,0
16-27-2-99,4,14,1
83,1,7,0
83,1,55,0
83,1,33,0
83,1,64,0
83,1,78,0
86-82-67,3,93,0
86-82-67,3,36,0
86-82-67,3,96,0
86-82-67,3,1,0
86-82-67,3,41,0
67-86,2,82,1
27-7-14-15,4,24,0
27-7-14-15,4,45,0
27-7-14-15,4,54,0
27-7-14-15,4,1,0
27-7-14-15,4,63,0
27-14-15,3,7,1
45-69-10-85-23,5,47,0
45-69-10-85-23,5,90,0
45-69-10-85-23,5,43,0
45-69-10-85-23,5,17,0
45-69-10-85-23,5,8,0
10-45-69-23,4,85,1
1-72-88,3,44,0
1-72-88,3,99,0
1-72-88,3,59,0
1-72-88,3,60,0
1-72-88,3,36,0
88-1,2,72,1
9-20,2,66,0
9-20,2,89,0
9-20,2,53,0
9-20,2,14,0
9-20,2,96,0
20,1,9,1
28-64-4-6,4,20,0
28-64-4-6,4,15,0
28-64-4-6,4,70,0
28-64-4-6,4,45,0
28-64-4-6,4,60,0
64-4-6,3,28,1
16,1,33,0
16,1,98,0
16,1,63,0
16,1,80,0
16,1,29,0
12-73-6,3,25,0
12-73-6,3,42,0
12-73-6,3,40,0
12-73-6,3,7,0
12-73-6,3,81,0
73-6,2,12,1
49,1,58,0
49,1,7,0
49,1,80,0
49,1,60,0
49,1,99,0
59-69-76-78,4,73,0
59-69-76-78,4,4,0
59-69-76-78,4,71,0
59-69-76-78,4,58,0
59-69-76-78,4,84,0
59-76-69,3,78,1
81-64-48-61-31-71,6,98,0
81-64-48-61-31-71,6,75,0
81-64-48-61-31-71,6,40,0
81-64-48-61-31-71,6,47,0
81-64-48-61-31-71,6,52,0
64-48-81-61-31,5,71,1
1-19,2,76,0
1-19,2,11,0
1-19,2,2,0
1-19,2,99,0
1-19,2,53,0
1,1,19,1
64-61,2,79,0
64-61,2,58,0
64-61,2,56,0
64-61,2,36,0
64-61,2,70,0
64,1,61,1
77,1,28,0
77,1,72,0
77,1,24,0
77,1,44,0
77,1,95,0
48,1,12,0
48,1,31,0
48,1,77,0
48,1,69,0
48,1,39,0
11,1,98,0
11,1,37,0
11,1,12,0
11,1,49,0
11,1,4,0
12-64-15-7-34-61-9,7,93,0
12-64-15-7-34-61-9,7,60,0
12-64-15-7-34-61-9,7,94,0
12-64-15-7-34-61-9,7,48,0
12-64-15-7-34-61-9,7,38,0
64-34-7-9-12-61,6,15,1
41-21,2,90,0
41-21,2,24,0
41-21,2,49,0
41-21,2,27,0
41-21,2,72,0
41,1,21,1
11,1,10,0
11,1,92,0
11,1,5,0
11,1,31,0
11,1,87,0
53-67-23-73,4,92,0
53-67-23-73,4,27,0
53-67-23-73,4,79,0
53-67-23-73,4,7,0
53-67-23-73,4,19,0
73-67-23,3,53,1
2-57-20,3,27,0
2-57-20,3,22,0
2-57-20,3,21,0
2-57-20,3,63,0
2-57-20,3,18,0
2-20,2,57,1
85,1,23,0
85,1,74,0
85,1,34,0
85,1,77,0
85,1,31,0
19,1,37,0
19,1,58,0
19,1,91,0
19,1,69,0
19,1,39,0
23,1,82,0
23,1,27,0
23,1,21,0
23,1,88,0
23,1,35,0
21-15-99-20-73-27,6,86,0
21-15-99-20-73-27,6,37,0
21-15-99-20-73-27,6,83,0
21-15-99-20-73-27,6,71,0
21-15-99-20-73-27,6,55,0
99-73-15-20-21,5,27,1
9-36-83,3,31,0
9-36-83,3,49,0
9-36-83,3,46,0
9-36-83,3,71,0
9-36-83,3,88,0
9-83,2,36,1
5,1,92,0
5,1,42,0
5,1,14,0
5,1,50,0
5,1,22,0
73-51-20-15-88,5,10,0
73-51-20-15-88,5,14,0
73-51-20-15-88,5,75,0
73-51-20-15-88,5,71,0
73-51-20-15-88,5,58,0
88-51-20-15,4,73,1
20-15,2,63,0
20-15,2,69,0
20-15,2,72,0
20-15,2,49,0
20-15,2,95,0
15,1,20,1
85-43-9-36,4,70,0
85-43-9-36,4,5,0
85-43-9-36,4,48,0
85-43-9-36,4,81,0
85-43-9-36,4,45,0
9-36-85,3,43,1
43-91-9-2-7-18,6,61,0
43-91-9-2-7-18,6,84,0
43-91-9-2-7-18,6,53,0
43-91-9-2-7-18,6,92,0
43-91-9-2-7-18,6,36,0
2-9-43-18-91,5,7,1
24-28-27,3,75,0
24-28-27,3,89,0
24-28-27,3,51,0
24-28-27,3,70,0
24-28-27,3,98,0
24-28,2,27,1
30,1,92,0
30,1,76,0
30,1,27,0
30,1,14,0
30,1,2,0
20,1,27,0
20,1,41,0
20,1,79,0
20,1,36,0
20,1,67,0
82-7-20-91,4,26,0
82-7-20-91,4,54,0
82-7-20-91,4,1,0
82-7-20-91,4,34,0
82-7-20-91,4,18,0
82-20-7,3,91,1
38,1,63,0
38,1,72,0
38,1,59,0
38,1,35,0
38,1,11,0
70-10,2,50,0
70-10,2,24,0
70-10,2,85,0
70-10,2,27,0
70-10,2,44,0
70,1,10,1
77,1,84,0
77,1,55,0
77,1,82,0
77,1,7,0
77,1,17,0
15,1,46,0
15,1,42,0
15,1,80,0
15,1,16,0
15,1,78,0
50-43,2,79,0
50-43,2,66,0
50-43,2,67,0
50-43,2,8,0
50-43,2,36,0
43,1,50,1
16,1,34,0
16,1,88,0
16,1,78,0
16,1,28,0
16,1,51,0
49,1,38,0
49,1,6,0
49,1,59,0
49,1,42,0
49,1,16,0
25-21,2,75,0
25-21,2,5,0
25-21,2,11,0
25-21,2,80,0
25-21,2,44,0
25,1,21,1
61-64-23-81,4,52,0
61-64-23-81,4,62,0
61-64-23-81,4,17,0
61-64-23-81,4,87,0
61-64-23-81,4,88,0
64-81-61,3,23,1
61-64,2,5,0
61-64,2,11,0
61-64,2,26,0
61-64,2,84,0
61-64,2,18,0
61,1,64,1
74-6,2,64,0
74-6,2,96,0
74-6,2,27,0
74-6,2,21,0
74-6,2,98,0
6,1,74,1
7-15-22-55,4,76,0
7-15-22-55,4,58,0
7-15-22-55,4,80,0
7-15-22-55,4,96,0
7-15-22-55,4,61,0
7-22-55,3,15,1
64,1,51,0
64,1,98,0
64,1,93,0
64,1,58,0
64,1,0,0
20-15-27-67,4,89,0
20-15-27-67,4,55,0
20-15-27-67,4,81,0
20-15-27-67,4,26,0
20-15-27-67,4,7,0
27-67-15,3,20,1
62,1,36,0
62,1,95,0
62,1,42,0
62,1,33,0
62,1,12,0
14-71-42,3,19,0
14-71-42,3,77,0
14-71-42,3,27,0
14-71-42,3,34,0
14-71-42,3,66,0
42-14,2,71,1
0,1,3,0
0,1,2,0
0,1,38,0
0,1,12,0
0,1,78,0
20-22,2,45,0
20-22,2,93,0
20-22,2,31,0
20-22,2,95,0
20-22,2,71,0
22,1,20,1
85,1,50,0
85,1,7,0
85,1,87,0
85,1,97,0
85,1,38,0
11-20-15,3,39,0
11-20-15,3,19,0
11-20-15,3,6,0
11-20-15,3,88,0
11-20-15,3,16,0
11-15,2,20,1
65-40-66-59,4,37,0
65-40-66-59,4,72,0
65-40-66-59,4,18,0
65-40-66-59,4,45,0
65-40-66-59,4,58,0
40-65-66,3,59,1
20,1,63,0
20,1,55,0
20,1,3,0
20,1,2,0
20,1,56,0
15-59-26-69,4,57,0
15-59-26-69,4,19,0
15-59-26-69,4,49,0
15-59-26-69,4,22,0
15-59-26-69,4,85,0
26-59-69,3,15,1
23-68-11-14-7-9,6,36,0
23-68-11-14-7-9,6,63,0
23-68-11-14-7-9,6,20,0
23-68-11-14-7-9,6,46,0
23-68-11-14-7-9,6,71,0
68-7-11-14-23,5,9,1
21,1,4,0
21,1,83,0
21,1,8,0
21,1,59,0
21,1,38,0
15-52-7-49,4,3,0
15-52-7-49,4,78,0
15-52-7-49,4,4,0
15-52-7-49,4,68,0
15-52-7-49,4,34,0
49-15-7,3,52,1
69-77-43,3,94,0
69-77-43,3,35,0
69-77-43,3,0,0
69-77-43,3,84,0
69-77-43,3,25,0
43-77,2,69,1
83-9-57-34,4,64,0
83-9-57-34,4,10,0
83-9-57-34,4,91,0
83-9-57-34,4,97,0
83-9-57-34,4,78,0
9-34-83,3,57,1
15-20,2,57,0
15-20,2,86,0
15-20,2,87,0
15-20,2,22,0
15-20,2,71,0
20,1,15,1
59,1,70,0
59,1,36,0
59,1,54,0
59,1,9,0
59,1,93,0
86-7,2,48,0
86-7,2,4,0
86-7,2,19,0
86-7,2,38,0
86-7,2,14,0
7,1,86,1
61-24,2,4,0
61-24,2,37,0
61-24,2,94,0
61-24,2,78,0
61-24,2,51,0
24,1,61,1
40-43-46,3,10,0
40-43-46,3,87,0
40-43-46,3,7,0
40-43-46,3,8,0
40-43-46,3,98,0
40-43,2,46,1
52-82-62,3,71,0
52-82-62,3,70,0
52-82-62,3,83,0
52-82-62,3,47,0
52-82-62,3,63,0
82-52,2,62,1
0,1,80,0
0,1,47,0
0,1,6,0
0,1,24,0
0,1,7,0
27-15-20,3,73,0
27-15-20,3,47,0
27-15-20,3,36,0
27-15-20,3,45,0
27-15-20,3,72,0
20-15,2,27,1
72,1,0,0
72,1,37,0
72,1,50,0
72,1,48,0
72,1,36,0
69-42-89-95-18,5,63,0
69-42-89-95-18,5,64,0
69-42-89-95-18,5,24,0
69-42-89-95-18,5,94,0
69-42-89-95-18,5,27,0
89-18-69-95,4,42,1
16,1,88,0
16,1,24,0
16,1,39,0
16,1,30,0
16,1,70,0
2-14,2,19,0
2-14,2,42,0
2-14,2,67,0
2-14,2,98,0
2-14,2,1,0
14,1,2,1
2,1,66,0
2,1,37,0
2,1,23,0
2,1,49,0
2,1,39,0
21,1,9,0
21,1,5,0
21,1,49,0
21,1,98,0
21,1,52,0
46-18,2,40,0
46-18,2,64,0
46-18,2,12,0
46-18,2,61,0
46-18,2,17,0
46,1,18,1
25,1,81,0
25,1,44,0
25,1,74,0
25,1,23,0
25,1,53,0
15-19,2,23,0
15-19,2,45,0
15-19,2,63,0
15-19,2,42,0
15-19,2,41,0
15,1,19,1
52-22-20,3,24,0
52-22-20,3,79,0
52-22-20,3,31,0
52-22-20,3,34,0
52-22-20,3,63,0
20-22,2,52,1
47-15-0-14-2-37-99-27-20,9,69,0
47-15-0-14-2-37-99-27-20,9,58,0
47-15-0-14-2-37-99-27-20,9,33,0
47-15-0-14-2-37-99-27-20,9,57,0
47-15-0-14-2-37-99-27-20,9,13,0
0-2-99-37-14-15-47-20,8,27,1
22,1,66,0
22,1,0,0
22,1,10,0
22,1,35,0
22,1,38,0
19,1,17,0
19,1,18,0
19,1,28,0
19,1,85,0
19,1,57,0
44,1,20,0
44,1,29,0
44,1,34,0
44,1,89,0
44,1,52,0
15-20,2,5,0
15-20,2,36,0
15-20,2,53,0
15-20,2,57,0
15-20,2,94,0
15,1,20,1
32-64-69,3,68,0
32-64-69,3,93,0
32-64-69,3,41,0
32-64-69,3,18,0
32-64-69,3,27,0
32-64,2,69,1
3-73,2,61,0
3-73,2,6,0
3-73,2,8,0
3-73,2,28,0
3-73,2,64,0
73,1,3,1
9-19-52-75,4,51,0
9-19-52-75,4,74,0
9-19-52-75,4,55,0
9-19-52-75,4,31,0
9-19-52-75,4,86,0
9-19-52,3,75,1
29,1,98,0
29,1,69,0
29,1,9,0
29,1,10,0
