itemSet,target,conversion,setSize
[23],45,1.0,1
"[15, 72]",22,1.0,2
[30],92,1.0,1
"[4, 52, 9]",85,1.0,3
"[27, 15]",67,1.0,2
"[31, 32, 81]",71,1.0,3
"[15, 4]",80,1.0,2
"[34, 11]",54,1.0,2
"[64, 61]",23,1.0,2
"[40, 20]",3,1.0,2
"[14, 13, 15, 20, 73]",3,1.0,5
"[61, 41]",33,1.0,2
"[25, 26, 24, 89]",44,1.0,4
[59],9,1.0,1
[78],68,1.0,1
[31],88,1.0,1
[2],39,1.0,1
"[94, 72]",36,1.0,2
[73],44,1.0,1
"[20, 30, 15]",40,1.0,3
"[99, 27]",49,1.0,2
"[36, 94]",12,1.0,2
[17],7,1.0,1
"[50, 18]",92,1.0,2
"[7, 51]",15,1.0,2
"[53, 49, 37, 27, 93]",99,1.0,5
"[27, 20]",15,1.0,2
"[52, 7]",58,1.0,2
[65],20,1.0,1
[9],73,1.0,1
"[53, 70, 23, 69]",71,1.0,4
"[1, 92, 15, 7]",90,1.0,4
"[43, 97]",56,1.0,2
"[27, 15, 99]",8,1.0,3
[67],3,1.0,1
[67],10,1.0,1
[46],62,1.0,1
"[50, 36, 18]",91,1.0,3
"[33, 44, 71, 48]",61,1.0,4
[4],6,1.0,1
"[5, 62]",38,1.0,2
[66],95,1.0,1
"[15, 20]",21,1.0,2
[66],75,1.0,1
"[60, 88, 42, 69, 76]",71,1.0,5
"[58, 7, 20]",16,1.0,3
"[71, 73, 68, 33, 41, 61, 23]",65,1.0,7
"[7, 15]",87,1.0,2
"[47, 2, 50]",9,1.0,3
[11],59,1.0,1
[35],30,1.0,1
[46],43,1.0,1
[59],79,1.0,1
[38],36,1.0,1
"[57, 52, 15, 7]",63,1.0,4
"[31, 76, 78, 45, 23, 9]",41,1.0,6
[15],91,1.0,1
"[37, 20]",15,1.0,2
"[15, 72]",19,1.0,2
"[14, 2]",0,1.0,2
"[62, 24]",21,1.0,2
[24],36,1.0,1
"[83, 73]",9,1.0,2
[19],30,1.0,1
[82],77,1.0,1
"[9, 52, 38, 15, 30, 49, 6]",20,1.0,7
[69],25,1.0,1
[18],74,1.0,1
"[48, 3]",4,1.0,2
[48],53,1.0,1
[43],46,1.0,1
"[89, 68, 32]",8,1.0,3
[10],6,1.0,1
"[2, 19, 90, 24]",27,1.0,4
"[34, 61]",59,1.0,2
"[26, 41]",25,1.0,2
"[15, 87, 7]",21,1.0,3
[2],49,1.0,1
"[65, 24, 95, 41]",48,1.0,4
"[27, 15]",2,1.0,2
"[63, 3]",48,1.0,2
"[65, 40, 59]",44,1.0,3
[33],78,1.0,1
"[20, 15, 58]",53,1.0,3
"[53, 16, 15, 7]",94,1.0,4
"[86, 82, 7, 36, 83, 9, 46, 23]",43,1.0,8
"[76, 79]",78,1.0,2
"[41, 42]",71,1.0,2
[69],31,1.0,1
"[70, 10, 57, 58]",7,1.0,4
"[0, 2]",19,1.0,2
"[2, 80]",0,1.0,2
[16],14,1.0,1
"[11, 59]",20,1.0,2
"[20, 15]",7,1.0,2
[99],27,1.0,1
[52],89,1.0,1
[21],63,1.0,1
[5],93,1.0,1
"[7, 48, 87]",67,1.0,3
[40],6,1.0,1
"[23, 61, 59, 71]",44,1.0,4
[49],4,1.0,1
"[31, 69, 65]",88,1.0,3
[15],83,1.0,1
"[31, 81, 61, 64]",44,1.0,4
[85],15,1.0,1
[23],48,1.0,1
"[53, 33, 24]",69,1.0,3
"[20, 27]",15,1.0,2
"[66, 2]",20,1.0,2
[62],52,1.0,1
[7],2,1.0,1
"[45, 23, 42, 71, 60, 76]",69,1.0,6
[23],20,1.0,1
"[69, 23]",95,1.0,2
"[19, 17]",70,1.0,2
"[11, 25, 65]",43,1.0,3
[0],37,1.0,1
[20],15,1.0,1
[94],38,1.0,1
[69],71,1.0,1
"[38, 20]",15,1.0,2
"[11, 44]",79,1.0,2
"[15, 16, 52]",20,1.0,3
[48],9,1.0,1
"[74, 1, 27, 15, 87, 82, 67]",53,1.0,7
"[15, 20, 0, 7]",2,1.0,4
"[31, 69]",59,1.0,2
"[12, 38, 24]",21,1.0,3
"[8, 19]",1,1.0,2
[38],37,1.0,1
"[7, 28, 37]",0,1.0,3
"[48, 41]",62,1.0,2
[14],30,1.0,1
"[58, 2, 50]",18,1.0,3
"[7, 2, 56]",6,1.0,3
[15],20,1.0,1
[80],91,1.0,1
"[45, 23, 25, 65, 68]",41,1.0,5
"[54, 55, 58, 8]",77,1.0,4
[15],1,1.0,1
"[66, 59]",22,1.0,2
"[53, 82, 2, 15, 67]",99,1.0,5
[8],19,1.0,1
"[30, 48, 73]",12,1.0,3
"[53, 82, 86, 15, 20, 7]",92,1.0,6
[24],25,1.0,1
[44],30,1.0,1
"[27, 40]",12,1.0,2
[29],71,1.0,1
"[2, 82, 7, 50, 43]",58,1.0,5
"[73, 82, 7]",27,1.0,3
"[49, 7]",67,1.0,2
[49],2,1.0,1
[83],43,1.0,1
"[98, 79]",15,1.0,2
"[82, 49, 2, 50]",14,1.0,4
[52],15,1.0,1
"[28, 14]",2,1.0,2
[24],75,1.0,1
[19],10,1.0,1
[2],7,1.0,1
[71],11,1.0,1
"[94, 15, 45, 20, 27]",99,1.0,5
"[15, 11, 97, 20]",24,1.0,4
[15],24,1.0,1
"[2, 15]",20,1.0,2
[21],7,1.0,1
[37],14,1.0,1
"[7, 52, 20]",15,1.0,3
[96],69,1.0,1
[4],6,1.0,1
"[41, 61]",60,1.0,2
"[49, 15, 20, 97, 21, 7]",94,1.0,6
"[53, 30]",94,1.0,2
"[80, 94, 37]",84,1.0,3
[20],17,1.0,1
[10],40,1.0,1
"[46, 43, 66, 56]",65,1.0,4
[15],58,1.0,1
[3],73,1.0,1
[9],30,1.0,1
[85],59,1.0,1
"[10, 24]",6,1.0,2
"[54, 20, 15]",7,1.0,3
"[93, 67, 15]",73,1.0,3
[52],22,1.0,1
"[31, 44, 32, 75]",34,1.0,4
[73],1,1.0,1
[12],23,1.0,1
"[24, 73]",67,1.0,2
"[9, 43]",7,1.0,2
"[2, 8]",66,1.0,2
"[27, 20]",40,1.0,2
"[21, 55, 74, 20, 22]",15,1.0,5
[59],11,1.0,1
"[2, 15]",20,1.0,2
"[30, 1, 94, 35, 82, 10]",70,1.0,6
"[2, 39]",7,1.0,2
[47],52,1.0,1
"[97, 20]",15,1.0,2
[65],25,1.0,1
[7],21,1.0,1
"[15, 94]",72,1.0,2
"[8, 14]",13,1.0,2
[91],36,1.0,1
"[9, 7, 86, 83, 36]",82,1.0,5
"[23, 42, 71]",32,1.0,3
"[73, 4]",5,1.0,2
"[15, 20]",72,1.0,2
[15],20,1.0,1
[7],18,1.0,1
[20],23,1.0,1
"[71, 79]",42,1.0,2
"[21, 63, 83, 43]",36,1.0,4
"[86, 7, 67, 50]",18,1.0,4
"[86, 7]",58,1.0,2
[96],22,1.0,1
"[26, 25, 33, 32]",29,1.0,4
"[30, 12]",56,1.0,2
"[15, 20]",91,1.0,2
"[20, 52]",15,1.0,2
"[2, 14, 15]",20,1.0,3
"[38, 5]",82,1.0,2
"[42, 95, 41, 56]",71,1.0,4
"[53, 89, 44, 66, 34, 63, 21, 43]",46,1.0,8
"[82, 86]",54,1.0,2
"[36, 83, 9]",94,1.0,3
"[49, 46, 9, 43]",62,1.0,4
[28],70,1.0,1
[88],72,1.0,1
[83],36,1.0,1
[14],18,1.0,1
[59],41,1.0,1
[20],2,1.0,1
"[19, 20]",1,1.0,2
"[42, 23]",69,1.0,2
"[30, 7, 52, 16]",77,1.0,4
[50],51,1.0,1
"[27, 4, 15]",20,1.0,3
[44],45,1.0,1
[83],15,1.0,1
[20],2,1.0,1
"[20, 15]",86,1.0,2
[82],15,1.0,1
[10],70,1.0,1
"[0, 2, 20, 21, 73, 55, 14]",15,1.0,7
"[31, 61, 64, 23]",69,1.0,4
[7],58,1.0,1
"[61, 62, 55]",75,1.0,3
"[56, 35]",84,1.0,2
[34],76,1.0,1
"[13, 92]",19,1.0,2
"[18, 47]",50,1.0,2
"[70, 9]",10,1.0,2
"[48, 2]",19,1.0,2
"[25, 86, 7]",38,1.0,3
"[15, 77, 58]",2,1.0,3
[11],92,1.0,1
"[28, 27]",73,1.0,2
"[99, 50, 52, 15, 20, 18]",27,1.0,6
[7],53,1.0,1
[40],59,1.0,1
"[53, 49, 90, 20]",25,1.0,4
[46],85,1.0,1
"[1, 86, 38]",15,1.0,3
"[9, 46, 43]",83,1.0,3
[24],94,1.0,1
[20],58,1.0,1
"[61, 44, 71, 70, 59, 11, 12, 65]",97,1.0,8
[15],22,1.0,1
"[95, 23, 41, 59]",79,1.0,4
[65],10,1.0,1
"[46, 43]",12,1.0,2
[29],56,1.0,1
"[89, 25, 65, 26, 33]",2,1.0,5
"[45, 68, 71]",42,1.0,3
[92],41,1.0,1
"[32, 23, 44, 64, 29, 69]",33,1.0,6
[21],74,1.0,1
"[20, 67]",6,1.0,2
"[5, 57]",55,1.0,2
"[7, 22, 52]",87,1.0,3
[70],10,1.0,1
"[86, 82, 27, 15, 20]",7,1.0,5
"[49, 20, 52]",38,1.0,3
[15],82,1.0,1
"[92, 10]",96,1.0,2
[49],7,1.0,1
[3],63,1.0,1
[20],15,1.0,1
"[68, 95, 32]",65,1.0,3
[52],48,1.0,1
[30],40,1.0,1
[93],11,1.0,1
[25],26,1.0,1
[67],20,1.0,1
"[15, 20, 40]",61,1.0,3
"[15, 20]",67,1.0,2
"[41, 2, 68, 55]",20,1.0,4
"[12, 90, 93]",50,1.0,3
"[90, 2, 93, 88, 80]",14,1.0,5
[20],49,1.0,1
"[77, 83]",43,1.0,2
[73],47,1.0,1
"[83, 36]",93,1.0,2
"[55, 73, 3]",93,1.0,3
[20],15,1.0,1
"[15, 20, 6]",92,1.0,3
[7],2,1.0,1
"[25, 68]",65,1.0,2
"[28, 16]",41,1.0,2
"[32, 24]",34,1.0,2
"[49, 11, 35]",9,1.0,3
"[50, 43]",16,1.0,2
"[77, 52]",12,1.0,2
"[15, 58, 7, 9, 20]",27,1.0,5
[43],46,1.0,1
[10],7,1.0,1
[38],62,1.0,1
[74],15,1.0,1
"[43, 9]",50,1.0,2
[70],10,1.0,1
[7],2,1.0,1
[14],13,1.0,1
"[45, 94, 61, 46]",43,1.0,4
"[5, 82, 52, 7]",77,1.0,4
"[9, 10]",70,1.0,2
[16],10,1.0,1
"[7, 36]",58,1.0,2
[15],38,1.0,1
[15],20,1.0,1
[10],16,1.0,1
"[16, 27]",20,1.0,2
[78],44,1.0,1
[49],4,1.0,1
"[74, 83]",36,1.0,2
"[44, 65]",71,1.0,2
[91],50,1.0,1
"[65, 25, 48]",71,1.0,3
"[47, 9, 27]",85,1.0,3
"[48, 62]",38,1.0,2
"[7, 2, 9]",51,1.0,3
[47],24,1.0,1
"[74, 67]",16,1.0,2
[46],43,1.0,1
"[6, 4, 71, 28]",89,1.0,4
[47],14,1.0,1
"[86, 82, 7, 61, 69]",73,1.0,5
"[46, 43, 86, 9, 83]",27,1.0,5
"[37, 15, 0, 14]",91,1.0,4
"[89, 76, 71, 32]",69,1.0,4
"[86, 82, 54, 5, 24, 62, 7, 43, 50]",15,1.0,9
[23],69,1.0,1
"[44, 42]",40,1.0,2
[29],6,1.0,1
"[9, 27, 2, 15, 20, 39]",47,1.0,6
[19],1,1.0,1
"[4, 30]",15,1.0,2
"[85, 9, 73, 67]",1,1.0,4
[83],18,1.0,1
[73],49,1.0,1
[85],52,1.0,1
"[14, 2]",13,1.0,2
"[7, 86, 54, 20, 15]",82,1.0,5
"[1, 20]",19,1.0,2
"[2, 7, 27, 19, 20]",49,1.0,5
"[52, 77]",16,1.0,2
"[16, 52]",77,1.0,2
"[49, 20]",7,1.0,2
"[15, 73]",20,1.0,2
"[82, 7]",86,1.0,2
[89],4,1.0,1
"[83, 19, 15]",20,1.0,3
[20],88,1.0,1
"[6, 65, 60, 31]",81,1.0,4
"[70, 31, 71, 42, 32]",4,1.0,5
"[48, 9]",75,1.0,2
"[0, 82, 36, 91, 7]",15,1.0,5
"[43, 46]",30,1.0,2
"[67, 19, 20]",1,1.0,3
"[2, 15]",73,1.0,2
[89],34,1.0,1
"[64, 61]",6,1.0,2
"[66, 48, 72]",53,1.0,3
"[7, 15]",20,1.0,2
[38],15,1.0,1
[14],2,1.0,1
[53],12,1.0,1
[16],15,1.0,1
"[49, 15, 99, 20]",27,1.0,4
"[83, 20, 4]",36,1.0,3
"[9, 50]",43,1.0,2
[27],19,1.0,1
[10],7,1.0,1
"[99, 49, 7, 27, 15]",20,1.0,5
"[15, 21]",9,1.0,2
"[15, 38]",52,1.0,2
"[2, 67]",40,1.0,2
"[9, 18]",50,1.0,2
"[27, 52]",15,1.0,2
[38],52,1.0,1
[18],39,1.0,1
[19],91,1.0,1
[62],67,1.0,1
"[46, 9, 62]",56,1.0,3
"[14, 2]",0,1.0,2
[15],86,1.0,1
[81],26,1.0,1
[32],33,1.0,1
[10],66,1.0,1
"[64, 69, 81]",74,1.0,3
[13],20,1.0,1
[71],29,1.0,1
[20],15,1.0,1
[92],66,1.0,1
"[15, 14]",0,1.0,2
[55],5,1.0,1
"[31, 69, 26, 34]",64,1.0,4
[45],68,1.0,1
[97],69,1.0,1
"[60, 45, 41, 44, 29, 66, 79, 32]",65,1.0,8
[50],0,1.0,1
[20],15,1.0,1
"[7, 9]",2,1.0,2
[9],7,1.0,1
"[49, 77]",4,1.0,2
"[34, 44]",67,1.0,2
[54],26,1.0,1
[87],16,1.0,1
"[7, 10]",73,1.0,2
"[1, 15]",19,1.0,2
[69],74,1.0,1
[41],61,1.0,1
[27],99,1.0,1
[97],81,1.0,1
"[7, 4]",56,1.0,2
"[73, 48, 25, 26, 66]",93,1.0,5
"[32, 34]",10,1.0,2
[9],44,1.0,1
"[41, 20]",15,1.0,2
"[49, 10]",59,1.0,2
[56],40,1.0,1
"[9, 30, 31, 81, 64, 23, 59, 85, 35]",7,1.0,9
"[32, 23, 17]",62,1.0,3
"[50, 9, 18]",56,1.0,3
[2],0,1.0,1
"[44, 69]",64,1.0,2
[36],83,1.0,1
[53],15,1.0,1
"[15, 20, 27]",99,1.0,3
[19],5,1.0,1
"[53, 16, 71]",61,1.0,3
"[89, 23, 81, 76, 61, 69]",12,1.0,6
"[7, 73]",72,1.0,2
[96],11,1.0,1
[63],92,1.0,1
[26],65,1.0,1
[7],10,1.0,1
"[20, 82, 7, 52]",15,1.0,4
[3],21,1.0,1
"[31, 60]",24,1.0,2
"[49, 19, 9, 30]",84,1.0,4
"[57, 55]",15,1.0,2
"[27, 7]",2,1.0,2
"[88, 19, 30]",36,1.0,3
[43],46,1.0,1
[68],76,1.0,1
[2],24,1.0,1
[15],7,1.0,1
[53],67,1.0,1
[36],83,1.0,1
"[56, 6]",24,1.0,2
"[48, 59]",9,1.0,2
[12],53,1.0,1
"[77, 30, 34, 6, 73]",64,1.0,5
"[7, 36, 46]",43,1.0,3
"[6, 15]",20,1.0,2
[33],34,1.0,1
[98],44,1.0,1
[46],43,1.0,1
[48],59,1.0,1
[18],50,1.0,1
[15],20,1.0,1
"[84, 9]",11,1.0,2
[49],15,1.0,1
"[29, 73]",71,1.0,2
[7],15,1.0,1
[84],97,1.0,1
"[98, 30, 26, 44, 33]",19,1.0,5
"[29, 61, 69]",76,1.0,3
[12],35,1.0,1
[15],20,1.0,1
[35],43,1.0,1
[12],10,1.0,1
"[54, 20]",15,1.0,2
"[7, 58, 49, 55, 9]",6,1.0,5
[72],62,1.0,1
[30],57,1.0,1
"[53, 91, 5, 1]",19,1.0,4
"[30, 94, 72]",7,1.0,3
[10],7,1.0,1
"[53, 74, 10]",73,1.0,3
"[83, 36, 30, 90]",2,1.0,4
"[17, 15]",20,1.0,2
"[68, 74]",33,1.0,2
[38],22,1.0,1
"[47, 90, 20, 19]",15,1.0,4
[58],15,1.0,1
[2],51,1.0,1
"[98, 23, 61, 71, 42, 73]",44,1.0,6
"[21, 1, 56]",17,1.0,3
[14],15,1.0,1
[20],15,1.0,1
"[9, 70]",10,1.0,2
"[7, 49]",2,1.0,2
"[59, 23, 88]",11,1.0,3
[15],69,1.0,1
"[94, 30, 22, 43, 46, 75]",38,1.0,6
[20],2,1.0,1
"[41, 59]",42,1.0,2
"[36, 83, 40, 52]",10,1.0,4
"[76, 69]",96,1.0,2
[5],30,1.0,1
[20],15,1.0,1
[15],20,1.0,1
[24],62,1.0,1
"[15, 77, 12, 62]",9,1.0,4
[10],67,1.0,1
"[15, 21, 49, 17]",7,1.0,4
[72],74,1.0,1
[64],24,1.0,1
[15],55,1.0,1
"[20, 79]",25,1.0,2
"[7, 87]",54,1.0,2
"[21, 53, 12]",20,1.0,3
[41],66,1.0,1
"[47, 23, 71, 30, 13]",32,1.0,5
"[89, 71, 64, 79, 32, 43]",50,1.0,6
"[2, 77]",48,1.0,2
[62],67,1.0,1
"[4, 20]",15,1.0,2
"[49, 4, 87]",19,1.0,3
[21],7,1.0,1
[15],20,1.0,1
[32],64,1.0,1
"[7, 14]",87,1.0,2
"[97, 48]",88,1.0,2
[67],14,1.0,1
[92],73,1.0,1
"[59, 85]",6,1.0,2
[71],24,1.0,1
"[73, 3]",40,1.0,2
"[21, 62]",67,1.0,2
"[50, 36, 83, 43, 46, 73]",9,1.0,6
[7],15,1.0,1
"[15, 20]",67,1.0,2
[2],90,1.0,1
[61],23,1.0,1
"[10, 96]",97,1.0,2
[89],75,1.0,1
[15],20,1.0,1
"[47, 14, 15]",1,1.0,3
"[62, 4, 6]",24,1.0,3
"[90, 2, 20]",15,1.0,3
"[7, 77]",51,1.0,2
"[23, 34]",24,1.0,2
"[7, 27, 22, 9, 20]",15,1.0,5
"[51, 22, 38, 52]",40,1.0,4
"[81, 95, 15, 1]",73,1.0,4
[11],20,1.0,1
"[15, 77]",9,1.0,2
[52],49,1.0,1
[15],7,1.0,1
"[53, 12, 70, 4, 10, 59]",66,1.0,6
"[22, 38, 6, 4]",5,1.0,4
[20],27,1.0,1
[40],3,1.0,1
[46],10,1.0,1
[7],46,1.0,1
"[43, 30]",7,1.0,2
[73],67,1.0,1
"[50, 43]",0,1.0,2
[7],18,1.0,1
"[53, 20]",15,1.0,2
"[69, 65, 32, 79, 23]",60,1.0,5
[9],92,1.0,1
[20],85,1.0,1
"[7, 2, 3]",70,1.0,3
"[20, 15, 7, 12]",27,1.0,4
"[27, 0]",24,1.0,2
"[94, 86, 46, 83, 43]",7,1.0,5
"[7, 8, 19]",49,1.0,3
"[1, 85]",6,1.0,2
"[30, 9]",48,1.0,2
[7],49,1.0,1
[9],25,1.0,1
"[15, 49]",7,1.0,2
[7],20,1.0,1
"[13, 14]",80,1.0,2
"[35, 38, 50, 9]",56,1.0,4
"[15, 85]",59,1.0,2
"[62, 15, 20, 6]",58,1.0,4
[6],73,1.0,1
"[27, 20]",15,1.0,2
"[55, 3, 73, 20, 15, 93]",27,1.0,6
"[15, 27, 19]",1,1.0,3
[45],2,1.0,1
"[47, 11, 59, 29, 69]",98,1.0,5
"[47, 35, 15, 20]",30,1.0,4
"[9, 70]",10,1.0,2
"[79, 33, 89, 41, 65]",68,1.0,5
"[27, 20]",67,1.0,2
[20],15,1.0,1
[19],57,1.0,1
[9],87,1.0,1
[16],73,1.0,1
"[63, 9, 46]",86,1.0,3
[50],21,1.0,1
[67],7,1.0,1
"[99, 27, 15]",20,1.0,3
"[53, 24]",91,1.0,2
[65],24,1.0,1
[15],20,1.0,1
[7],2,1.0,1
"[15, 5, 7, 19]",49,1.0,4
"[78, 71, 89, 32, 48]",60,1.0,5
"[7, 2]",55,1.0,2
[62],21,1.0,1
[4],20,1.0,1
[10],92,1.0,1
[15],41,1.0,1
[7],43,1.0,1
"[9, 1, 15, 90, 8]",27,1.0,5
"[5, 7, 36, 15]",20,1.0,4
[15],7,1.0,1
"[27, 15, 7, 22]",20,1.0,4
[54],10,1.0,1
[92],20,1.0,1
"[12, 32, 31, 65, 23, 10]",44,1.0,6
[85],21,1.0,1
[71],29,1.0,1
[81],71,1.0,1
"[52, 27]",73,1.0,2
"[90, 2, 14, 15, 80]",27,1.0,5
"[2, 7]",20,1.0,2
"[36, 73, 7]",83,1.0,3
"[1, 67]",85,1.0,2
"[9, 8]",15,1.0,2
"[6, 14]",2,1.0,2
"[89, 71, 98, 52]",7,1.0,4
"[47, 53, 2, 7, 19, 85, 38, 11, 68, 91, 43]",51,1.0,11
"[10, 93]",73,1.0,2
"[43, 9, 20, 85, 19]",15,1.0,5
"[63, 21, 59]",11,1.0,3
"[65, 75]",73,1.0,2
"[49, 20]",15,1.0,2
[11],34,1.0,1
"[48, 89, 16, 41, 44, 71]",66,1.0,6
"[10, 9]",70,1.0,2
"[43, 9, 59]",50,1.0,3
"[82, 40, 7]",48,1.0,3
[51],54,1.0,1
"[96, 6, 32]",4,1.0,3
[16],43,1.0,1
"[97, 11, 10]",62,1.0,3
"[28, 92]",93,1.0,2
"[27, 15, 99, 94]",37,1.0,4
"[23, 32]",12,1.0,2
"[14, 2]",19,1.0,2
"[70, 85]",7,1.0,2
[19],52,1.0,1
"[22, 7, 82, 2, 15]",51,1.0,5
[15],65,1.0,1
"[24, 7, 15]",82,1.0,3
[52],48,1.0,1
"[59, 49, 6]",73,1.0,3
[9],21,1.0,1
[51],87,1.0,1
[7],52,1.0,1
"[2, 99, 15, 20, 27, 83, 9, 50, 43]",7,1.0,9
[84],11,1.0,1
[89],32,1.0,1
"[27, 45]",94,1.0,2
"[47, 15, 73, 27]",20,1.0,4
[36],15,1.0,1
[54],7,1.0,1
[72],76,1.0,1
"[47, 82, 7]",58,1.0,3
"[14, 90]",36,1.0,2
"[99, 27, 20]",15,1.0,3
[24],71,1.0,1
[21],0,1.0,1
"[9, 7]",46,1.0,2
"[2, 14, 80, 15]",13,1.0,4
[38],56,1.0,1
[15],7,1.0,1
[44],29,1.0,1
[25],26,1.0,1
"[45, 65]",56,1.0,2
[47],21,1.0,1
"[99, 27, 19]",15,1.0,3
"[0, 2]",14,1.0,2
"[41, 23]",61,1.0,2
"[7, 15, 1]",2,1.0,3
[14],7,1.0,1
"[25, 98, 44, 26, 43, 36, 4, 11]",46,1.0,8
[85],62,1.0,1
"[9, 46, 43]",83,1.0,3
"[24, 61, 42]",69,1.0,3
"[52, 20, 49]",16,1.0,3
[38],43,1.0,1
"[20, 12, 67]",58,1.0,3
[39],18,1.0,1
[25],20,1.0,1
"[72, 70]",74,1.0,2
[93],74,1.0,1
[14],50,1.0,1
[15],20,1.0,1
[2],22,1.0,1
[89],21,1.0,1
"[72, 61, 85]",71,1.0,3
"[15, 19]",8,1.0,2
[81],2,1.0,1
[7],15,1.0,1
"[0, 14, 90, 20]",15,1.0,4
"[58, 36]",7,1.0,2
[9],83,1.0,1
"[31, 60]",24,1.0,2
"[48, 49]",30,1.0,2
[20],15,1.0,1
"[20, 52, 7, 77]",15,1.0,4
"[38, 52, 72, 22]",24,1.0,4
"[22, 20, 15]",17,1.0,3
[16],97,1.0,1
[46],43,1.0,1
"[82, 86]",52,1.0,2
"[52, 7, 49]",82,1.0,3
"[91, 21, 4, 36]",12,1.0,4
"[7, 77, 86, 52]",82,1.0,4
"[2, 49, 3, 33]",0,1.0,4
[20],15,1.0,1
"[2, 30, 12, 4, 18]",50,1.0,5
"[19, 46, 43, 4, 21]",82,1.0,5
[84],2,1.0,1
"[90, 63, 5, 2, 15, 7, 41]",68,1.0,7
[56],9,1.0,1
[38],52,1.0,1
"[52, 7, 58]",2,1.0,3
"[83, 36, 77]",3,1.0,3
[82],7,1.0,1
"[1, 19]",94,1.0,2
"[16, 13, 2, 6]",14,1.0,4
[52],7,1.0,1
[11],97,1.0,1
"[97, 4]",16,1.0,2
"[90, 50, 1]",7,1.0,3
[10],35,1.0,1
[26],25,1.0,1
[9],94,1.0,1
"[2, 14, 28]",7,1.0,3
[67],12,1.0,1
"[27, 90, 20]",15,1.0,3
[7],22,1.0,1
[54],14,1.0,1
[15],24,1.0,1
"[41, 23]",66,1.0,2
[72],98,1.0,1
"[56, 21, 49, 82, 7, 2]",51,1.0,6
[14],57,1.0,1
"[43, 9, 36, 94]",46,1.0,4
[20],51,1.0,1
[15],20,1.0,1
"[46, 18]",16,1.0,2
"[76, 69, 60]",62,1.0,3
"[1, 67]",53,1.0,2
"[45, 60, 74, 48]",23,1.0,4
"[92, 16, 10]",1,1.0,3
"[15, 20, 59]",85,1.0,3
[15],20,1.0,1
"[70, 1, 73]",10,1.0,3
[58],52,1.0,1
"[65, 95, 33, 71]",9,1.0,4
[47],53,1.0,1
[7],15,1.0,1
"[67, 15, 52]",22,1.0,3
[15],20,1.0,1
"[52, 43, 3]",73,1.0,3
"[15, 67, 21, 6]",20,1.0,4
"[1, 49]",18,1.0,2
"[56, 20, 27]",15,1.0,3
[4],6,1.0,1
[15],99,1.0,1
[72],2,1.0,1
[2],39,1.0,1
"[46, 43]",9,1.0,2
[20],67,1.0,1
"[15, 73]",20,1.0,2
"[96, 27, 99, 20, 15, 9]",21,1.0,6
[40],75,1.0,1
"[98, 3, 40, 29]",62,1.0,4
"[80, 14]",27,1.0,2
[71],67,1.0,1
[77],48,1.0,1
"[24, 82, 2]",73,1.0,3
"[26, 95, 42]",32,1.0,3
"[52, 20]",15,1.0,2
"[23, 32, 95]",42,1.0,3
[58],82,1.0,1
"[35, 78]",69,1.0,2
"[22, 97]",41,1.0,2
"[15, 2, 20]",7,1.0,3
[22],38,1.0,1
[15],52,1.0,1
"[80, 20, 72]",15,1.0,3
[23],81,1.0,1
"[15, 2, 7, 6]",87,1.0,4
[43],17,1.0,1
[39],2,1.0,1
[7],22,1.0,1
[29],45,1.0,1
"[15, 6]",20,1.0,2
[49],55,1.0,1
"[87, 55, 15]",7,1.0,3
"[86, 83]",52,1.0,2
"[65, 33, 69, 23, 2, 7]",32,1.0,6
[14],2,1.0,1
"[0, 2]",15,1.0,2
[0],37,1.0,1
[18],9,1.0,1
"[46, 59]",11,1.0,2
"[96, 62]",20,1.0,2
[7],2,1.0,1
[93],31,1.0,1
[68],32,1.0,1
"[27, 2, 99, 86, 82, 7, 15]",20,1.0,7
"[22, 52]",57,1.0,2
"[17, 52, 15]",20,1.0,3
"[27, 15, 20]",19,1.0,3
[59],22,1.0,1
"[38, 83]",36,1.0,2
"[62, 40]",12,1.0,2
[85],27,1.0,1
"[9, 7]",27,1.0,2
"[15, 20]",6,1.0,2
[49],52,1.0,1
[7],82,1.0,1
"[77, 51, 7, 43, 9]",49,1.0,5
"[2, 58]",38,1.0,2
"[19, 73]",2,1.0,2
[7],15,1.0,1
"[20, 15, 82, 2, 7]",51,1.0,5
[16],15,1.0,1
[77],49,1.0,1
[77],49,1.0,1
[2],19,1.0,1
"[45, 11, 98, 76, 69]",23,1.0,5
"[7, 2, 20]",51,1.0,3
[15],11,1.0,1
"[20, 85]",72,1.0,2
"[46, 43, 9]",21,1.0,3
[16],30,1.0,1
[49],7,1.0,1
[83],36,1.0,1
"[37, 20]",14,1.0,2
[80],15,1.0,1
[7],43,1.0,1
"[2, 52, 7, 50]",51,1.0,4
"[9, 7]",77,1.0,2
"[52, 20]",16,1.0,2
[15],7,1.0,1
"[70, 2, 10]",7,1.0,3
"[91, 66, 42, 81, 69, 76]",61,1.0,6
[51],2,1.0,1
[34],9,1.0,1
"[17, 83, 63]",36,1.0,3
[67],10,1.0,1
"[71, 42, 4, 81, 85, 76]",69,1.0,6
"[61, 97]",10,1.0,2
"[2, 27]",14,1.0,2
"[7, 77]",49,1.0,2
"[23, 61]",69,1.0,2
[48],74,1.0,1
[33],41,1.0,1
"[93, 15]",80,1.0,2
"[24, 23]",69,1.0,2
[7],86,1.0,1
"[1, 7, 49, 15, 20]",90,1.0,5
