itemSet,target,conversion,setSize
"[24, 98, 60, 61, 69]",64,0,5
"[24, 98, 60, 61, 69]",76,0,5
"[61, 76, 60]",45,0,3
"[61, 76, 60]",71,0,3
"[61, 76, 60]",78,0,3
"[61, 76, 60]",64,0,3
"[61, 76, 60]",69,0,3
"[7, 10]",86,0,2
"[7, 10]",82,0,2
"[7, 10]",58,0,2
"[7, 10]",2,0,2
"[7, 10]",70,0,2
"[36, 9]",57,0,2
"[36, 9]",18,0,2
"[36, 9]",46,0,2
"[36, 9]",91,0,2
"[36, 9]",83,0,2
"[57, 7, 15, 94]",27,0,4
"[57, 7, 15, 94]",20,0,4
"[57, 7, 15, 94]",54,0,4
"[57, 7, 15, 94]",30,0,4
"[57, 7, 15, 94]",58,0,4
"[28, 43, 74, 14, 2, 27, 9, 80, 15, 73, 67, 18]",46,0,12
"[28, 43, 74, 14, 2, 27, 9, 80, 15, 73, 67, 18]",47,0,12
"[28, 43, 74, 14, 2, 27, 9, 80, 15, 73, 67, 18]",51,0,12
"[28, 43, 74, 14, 2, 27, 9, 80, 15, 73, 67, 18]",99,0,12
"[28, 43, 74, 14, 2, 27, 9, 80, 15, 73, 67, 18]",50,0,12
"[94, 36]",46,0,2
"[94, 36]",0,0,2
"[94, 36]",30,0,2
"[94, 36]",91,0,2
"[94, 36]",83,0,2
"[81, 67, 23, 29]",69,0,4
"[81, 67, 23, 29]",31,0,4
"[81, 67, 23, 29]",78,0,4
"[81, 67, 23, 29]",32,0,4
"[81, 67, 23, 29]",45,0,4
"[81, 61]",23,0,2
"[81, 61]",78,0,2
"[81, 61]",69,0,2
"[81, 61]",60,0,2
"[81, 61]",64,0,2
"[7, 72]",71,0,2
"[7, 72]",30,0,2
"[7, 72]",56,0,2
"[7, 72]",1,0,2
"[7, 72]",93,0,2
"[70, 10]",94,0,2
"[70, 10]",9,0,2
"[70, 10]",47,0,2
"[70, 10]",90,0,2
"[70, 10]",5,0,2
"[77, 48, 38]",52,0,3
"[77, 48, 38]",63,0,3
"[77, 48, 38]",0,0,3
"[77, 48, 38]",55,0,3
"[77, 48, 38]",22,0,3
"[20, 88]",17,0,2
"[20, 88]",39,0,2
"[20, 88]",37,0,2
"[20, 88]",58,0,2
"[20, 88]",15,0,2
"[43, 50]",72,0,2
"[43, 50]",46,0,2
"[43, 50]",5,0,2
"[43, 50]",9,0,2
"[43, 50]",18,0,2
"[39, 19]",47,0,2
"[39, 19]",90,0,2
"[39, 19]",88,0,2
"[39, 19]",1,0,2
"[39, 19]",37,0,2
"[44, 81]",42,0,2
"[44, 81]",34,0,2
"[44, 81]",31,0,2
"[44, 81]",98,0,2
"[44, 81]",33,0,2
"[70, 9]",90,0,2
"[70, 9]",47,0,2
"[70, 9]",94,0,2
"[70, 9]",50,0,2
"[70, 9]",10,0,2
"[15, 83, 88]",9,0,3
"[15, 83, 88]",37,0,3
"[15, 83, 88]",20,0,3
"[15, 83, 88]",58,0,3
"[15, 83, 88]",36,0,3
"[61, 23]",71,0,2
"[61, 23]",31,0,2
"[61, 23]",69,0,2
"[61, 23]",45,0,2
"[61, 23]",64,0,2
"[15, 20, 83, 9]",2,0,4
"[15, 20, 83, 9]",43,0,4
"[15, 20, 83, 9]",7,0,4
"[15, 20, 83, 9]",27,0,4
"[15, 20, 83, 9]",36,0,4
"[52, 82, 7, 49]",38,0,4
"[52, 82, 7, 49]",64,0,4
"[52, 82, 7, 49]",2,0,4
"[52, 82, 7, 49]",15,0,4
"[52, 82, 7, 49]",86,0,4
"[16, 30]",72,0,2
"[16, 30]",29,0,2
"[16, 30]",94,0,2
"[16, 30]",88,0,2
"[16, 30]",57,0,2
"[7, 51, 77, 20, 15]",47,0,5
"[7, 51, 77, 20, 15]",63,0,5
"[7, 51, 77, 20, 15]",2,0,5
"[7, 51, 77, 20, 15]",27,0,5
"[7, 51, 77, 20, 15]",54,0,5
"[25, 89, 26]",98,0,3
"[25, 89, 26]",5,0,3
"[25, 89, 26]",35,0,3
"[25, 89, 26]",65,0,3
"[25, 89, 26]",41,0,3
"[9, 70, 10]",83,0,3
"[9, 70, 10]",47,0,3
"[9, 70, 10]",94,0,3
"[9, 70, 10]",5,0,3
"[9, 70, 10]",50,0,3
"[9, 97, 49]",47,0,3
"[9, 97, 49]",89,0,3
"[9, 97, 49]",83,0,3
"[9, 97, 49]",87,0,3
"[9, 97, 49]",5,0,3
"[48, 11, 44, 23]",31,0,4
"[48, 11, 44, 23]",69,0,4
"[48, 11, 44, 23]",71,0,4
"[48, 11, 44, 23]",45,0,4
"[48, 11, 44, 23]",32,0,4
"[17, 80]",28,0,2
"[17, 80]",48,0,2
"[17, 80]",51,0,2
"[17, 80]",88,0,2
"[17, 80]",1,0,2
"[52, 7, 49]",77,0,3
"[52, 7, 49]",2,0,3
"[52, 7, 49]",15,0,3
"[52, 7, 49]",86,0,3
"[52, 7, 49]",82,0,3
"[27, 15, 20]",80,0,3
"[27, 15, 20]",39,0,3
"[27, 15, 20]",2,0,3
"[27, 15, 20]",7,0,3
"[27, 15, 20]",99,0,3
"[22, 46]",35,0,2
"[22, 46]",5,0,2
"[22, 46]",94,0,2
"[22, 46]",43,0,2
"[22, 46]",38,0,2
"[20, 15, 58, 7, 30]",57,0,5
"[20, 15, 58, 7, 30]",88,0,5
"[20, 15, 58, 7, 30]",2,0,5
"[20, 15, 58, 7, 30]",27,0,5
"[20, 15, 58, 7, 30]",94,0,5
"[20, 18]",6,0,2
"[20, 18]",51,0,2
"[20, 18]",91,0,2
"[20, 18]",15,0,2
"[20, 18]",50,0,2
"[52, 7]",15,0,2
"[52, 7]",77,0,2
"[52, 7]",86,0,2
"[52, 7]",58,0,2
"[52, 7]",82,0,2
"[82, 7]",2,0,2
"[82, 7]",15,0,2
"[82, 7]",83,0,2
"[82, 7]",64,0,2
"[82, 7]",86,0,2
"[24, 31, 61, 23]",44,0,4
"[24, 31, 61, 23]",78,0,4
"[24, 31, 61, 23]",45,0,4
"[24, 31, 61, 23]",69,0,4
"[24, 31, 61, 23]",64,0,4
"[15, 94, 20, 11]",59,0,4
"[15, 94, 20, 11]",30,0,4
"[15, 94, 20, 11]",32,0,4
"[15, 94, 20, 11]",47,0,4
"[15, 94, 20, 11]",27,0,4
"[56, 15, 20]",12,0,3
"[56, 15, 20]",72,0,3
"[56, 15, 20]",35,0,3
"[56, 15, 20]",64,0,3
"[56, 15, 20]",27,0,3
"[15, 14]",2,0,2
"[15, 14]",20,0,2
"[15, 14]",37,0,2
"[15, 14]",0,0,2
"[15, 14]",13,0,2
"[24, 15, 38]",35,0,3
"[24, 15, 38]",29,0,3
"[24, 15, 38]",63,0,3
"[24, 15, 38]",20,0,3
"[24, 15, 38]",22,0,3
"[77, 7]",52,0,2
"[77, 7]",87,0,2
"[77, 7]",5,0,2
"[77, 7]",51,0,2
"[77, 7]",54,0,2
"[40, 74, 7, 15, 10]",2,0,5
"[40, 74, 7, 15, 10]",28,0,5
"[40, 74, 7, 15, 10]",20,0,5
"[40, 74, 7, 15, 10]",93,0,5
"[40, 74, 7, 15, 10]",51,0,5
"[84, 4, 71, 10]",70,0,4
"[84, 4, 71, 10]",47,0,4
"[84, 4, 71, 10]",29,0,4
"[84, 4, 71, 10]",44,0,4
"[84, 4, 71, 10]",6,0,4
"[84, 29]",97,0,2
"[84, 29]",16,0,2
"[84, 29]",24,0,2
"[84, 29]",95,0,2
"[84, 29]",71,0,2
"[2, 92]",1,0,2
"[2, 92]",41,0,2
"[2, 92]",40,0,2
"[2, 92]",93,0,2
"[2, 92]",90,0,2
"[47, 4, 2, 15, 39, 20, 27]",7,0,7
"[47, 4, 2, 15, 39, 20, 27]",63,0,7
"[47, 4, 2, 15, 39, 20, 27]",37,0,7
"[47, 4, 2, 15, 39, 20, 27]",90,0,7
"[47, 4, 2, 15, 39, 20, 27]",99,0,7
"[33, 75]",89,0,2
"[33, 75]",65,0,2
"[33, 75]",78,0,2
"[33, 75]",32,0,2
"[33, 75]",34,0,2
"[6, 17, 62, 10]",18,0,4
"[6, 17, 62, 10]",51,0,4
"[6, 17, 62, 10]",53,0,4
"[6, 17, 62, 10]",70,0,4
"[6, 17, 62, 10]",4,0,4
"[70, 10]",94,0,2
"[70, 10]",9,0,2
"[70, 10]",47,0,2
"[70, 10]",90,0,2
"[70, 10]",5,0,2
"[53, 59, 12, 20]",99,0,4
"[53, 59, 12, 20]",6,0,4
"[53, 59, 12, 20]",15,0,4
"[53, 59, 12, 20]",11,0,4
"[53, 59, 12, 20]",17,0,4
"[40, 14]",28,0,2
"[40, 14]",3,0,2
"[40, 14]",0,0,2
"[40, 14]",93,0,2
"[40, 14]",13,0,2
"[24, 8]",1,0,2
"[24, 8]",34,0,2
"[24, 8]",29,0,2
"[24, 8]",95,0,2
"[24, 8]",19,0,2
"[57, 15]",58,0,2
"[57, 15]",8,0,2
"[57, 15]",87,0,2
"[57, 15]",54,0,2
"[57, 15]",20,0,2
"[47, 2]",39,0,2
"[47, 2]",90,0,2
"[47, 2]",74,0,2
"[47, 2]",63,0,2
"[47, 2]",51,0,2
"[49, 48]",17,0,2
"[49, 48]",23,0,2
"[49, 48]",86,0,2
"[49, 48]",12,0,2
"[49, 48]",71,0,2
"[69, 41]",32,0,2
"[69, 41]",79,0,2
"[69, 41]",26,0,2
"[69, 41]",25,0,2
"[69, 41]",76,0,2
"[65, 44, 40, 59]",89,0,4
"[65, 44, 40, 59]",98,0,4
"[65, 44, 40, 59]",41,0,4
"[65, 44, 40, 59]",42,0,4
"[65, 44, 40, 59]",11,0,4
"[87, 15, 27]",57,0,3
"[87, 15, 27]",7,0,3
"[87, 15, 27]",20,0,3
"[87, 15, 27]",54,0,3
"[87, 15, 27]",99,0,3
"[19, 73]",89,0,2
"[19, 73]",93,0,2
"[19, 73]",1,0,2
"[19, 73]",8,0,2
"[19, 73]",3,0,2
"[15, 20, 69, 41, 23]",31,0,5
"[15, 20, 69, 41, 23]",44,0,5
"[15, 20, 69, 41, 23]",45,0,5
"[15, 20, 69, 41, 23]",32,0,5
"[15, 20, 69, 41, 23]",76,0,5
"[47, 1]",19,0,2
"[47, 1]",74,0,2
"[47, 1]",28,0,2
"[47, 1]",51,0,2
"[47, 1]",63,0,2
"[27, 15, 20]",80,0,3
"[27, 15, 20]",39,0,3
"[27, 15, 20]",2,0,3
"[27, 15, 20]",7,0,3
"[27, 15, 20]",99,0,3
"[24, 32, 23, 64, 73]",69,0,5
"[24, 32, 23, 64, 73]",78,0,5
"[24, 32, 23, 64, 73]",76,0,5
"[24, 32, 23, 64, 73]",60,0,5
"[24, 32, 23, 64, 73]",45,0,5
"[9, 2]",18,0,2
"[9, 2]",14,0,2
"[9, 2]",7,0,2
"[9, 2]",50,0,2
"[9, 2]",83,0,2
"[49, 9, 70, 10]",2,0,4
"[49, 9, 70, 10]",7,0,4
"[49, 9, 70, 10]",5,0,4
"[49, 9, 70, 10]",90,0,4
"[49, 9, 70, 10]",47,0,4
"[52, 55, 7]",15,0,3
"[52, 55, 7]",38,0,3
"[52, 55, 7]",82,0,3
"[52, 55, 7]",18,0,3
"[52, 55, 7]",77,0,3
"[53, 73, 12]",40,0,3
"[53, 73, 12]",6,0,3
"[53, 73, 12]",17,0,3
"[53, 73, 12]",64,0,3
"[53, 73, 12]",3,0,3
"[52, 0, 14, 58]",94,0,4
"[52, 0, 14, 58]",2,0,4
"[52, 0, 14, 58]",86,0,4
"[52, 0, 14, 58]",13,0,4
"[52, 0, 14, 58]",37,0,4
"[20, 51]",57,0,2
"[20, 51]",63,0,2
"[20, 51]",74,0,2
"[20, 51]",15,0,2
"[20, 51]",47,0,2
"[41, 32, 69, 23, 49, 46, 43]",60,0,7
"[41, 32, 69, 23, 49, 46, 43]",31,0,7
"[41, 32, 69, 23, 49, 46, 43]",78,0,7
"[41, 32, 69, 23, 49, 46, 43]",45,0,7
"[41, 32, 69, 23, 49, 46, 43]",76,0,7
"[24, 50, 9, 43, 77, 7]",94,0,6
"[24, 50, 9, 43, 77, 7]",51,0,6
"[24, 50, 9, 43, 77, 7]",91,0,6
"[24, 50, 9, 43, 77, 7]",5,0,6
"[24, 50, 9, 43, 77, 7]",18,0,6
"[46, 43]",52,0,2
"[46, 43]",6,0,2
"[46, 43]",83,0,2
"[46, 43]",36,0,2
"[46, 43]",9,0,2
"[45, 61, 76]",78,0,3
"[45, 61, 76]",42,0,3
"[45, 61, 76]",60,0,3
"[45, 61, 76]",23,0,3
"[45, 61, 76]",69,0,3
"[15, 20, 43]",9,0,3
"[15, 20, 43]",50,0,3
"[15, 20, 43]",7,0,3
"[15, 20, 43]",27,0,3
"[15, 20, 43]",46,0,3
"[47, 21]",11,0,2
"[47, 21]",90,0,2
"[47, 21]",74,0,2
"[47, 21]",51,0,2
"[47, 21]",63,0,2
"[26, 69, 62, 23, 64]",31,0,5
"[26, 69, 62, 23, 64]",45,0,5
"[26, 69, 62, 23, 64]",76,0,5
"[26, 69, 62, 23, 64]",61,0,5
"[26, 69, 62, 23, 64]",25,0,5
"[7, 97]",56,0,2
"[7, 97]",77,0,2
"[7, 97]",82,0,2
"[7, 97]",87,0,2
"[7, 97]",89,0,2
"[13, 2, 14]",41,0,3
"[13, 2, 14]",80,0,3
"[13, 2, 14]",30,0,3
"[13, 2, 14]",37,0,3
"[13, 2, 14]",0,0,3
"[22, 91, 15]",54,0,3
"[22, 91, 15]",18,0,3
"[22, 91, 15]",20,0,3
"[22, 91, 15]",36,0,3
"[22, 91, 15]",38,0,3
"[5, 56, 20, 4]",35,0,4
"[5, 56, 20, 4]",15,0,4
"[5, 56, 20, 4]",83,0,4
"[5, 56, 20, 4]",72,0,4
"[5, 56, 20, 4]",97,0,4
"[28, 63, 14, 9, 21]",39,0,5
"[28, 63, 14, 9, 21]",13,0,5
"[28, 63, 14, 9, 21]",0,0,5
"[28, 63, 14, 9, 21]",37,0,5
"[28, 63, 14, 9, 21]",47,0,5
"[7, 49, 2, 15, 20]",54,0,5
"[7, 49, 2, 15, 20]",14,0,5
"[7, 49, 2, 15, 20]",82,0,5
"[7, 49, 2, 15, 20]",99,0,5
"[7, 49, 2, 15, 20]",27,0,5
"[67, 40]",3,0,2
"[67, 40]",5,0,2
"[67, 40]",90,0,2
"[67, 40]",28,0,2
"[67, 40]",93,0,2
"[2, 65, 15, 27, 99, 20]",81,0,6
"[2, 65, 15, 27, 99, 20]",12,0,6
"[2, 65, 15, 27, 99, 20]",87,0,6
"[2, 65, 15, 27, 99, 20]",68,0,6
"[2, 65, 15, 27, 99, 20]",7,0,6
"[21, 7]",15,0,2
"[21, 7]",82,0,2
"[21, 7]",63,0,2
"[21, 7]",2,0,2
"[21, 7]",58,0,2
"[54, 93, 20, 15]",87,0,4
"[54, 93, 20, 15]",27,0,4
"[54, 93, 20, 15]",40,0,4
"[54, 93, 20, 15]",91,0,4
"[54, 93, 20, 15]",92,0,4
"[7, 51, 20]",57,0,3
"[7, 51, 20]",2,0,3
"[7, 51, 20]",74,0,3
"[7, 51, 20]",47,0,3
"[7, 51, 20]",15,0,3
"[1, 63]",80,0,2
"[1, 63]",72,0,2
"[1, 63]",92,0,2
"[1, 63]",51,0,2
"[1, 63]",47,0,2
"[38, 22]",39,0,2
"[38, 22]",52,0,2
"[38, 22]",63,0,2
"[38, 22]",35,0,2
"[38, 22]",94,0,2
"[13, 37, 14, 5, 10, 70]",28,0,6
"[13, 37, 14, 5, 10, 70]",2,0,6
"[13, 37, 14, 5, 10, 70]",50,0,6
"[13, 37, 14, 5, 10, 70]",94,0,6
"[13, 37, 14, 5, 10, 70]",0,0,6
"[66, 69]",29,0,2
"[66, 69]",60,0,2
"[66, 69]",78,0,2
"[66, 69]",61,0,2
"[66, 69]",76,0,2
"[38, 52, 62]",53,0,3
"[38, 52, 62]",56,0,3
"[38, 52, 62]",39,0,3
"[38, 52, 62]",63,0,3
"[38, 52, 62]",22,0,3
"[52, 15, 20]",38,0,3
"[52, 15, 20]",58,0,3
"[52, 15, 20]",77,0,3
"[52, 15, 20]",7,0,3
"[52, 15, 20]",27,0,3
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[15, 85, 62, 73]",22,0,4
"[15, 85, 62, 73]",93,0,4
"[15, 85, 62, 73]",27,0,4
"[15, 85, 62, 73]",3,0,4
"[15, 85, 62, 73]",20,0,4
"[64, 99, 27]",35,0,3
"[64, 99, 27]",82,0,3
"[64, 99, 27]",12,0,3
"[64, 99, 27]",15,0,3
"[64, 99, 27]",61,0,3
"[17, 20]",4,0,2
"[17, 20]",12,0,2
"[17, 20]",89,0,2
"[17, 20]",88,0,2
"[17, 20]",15,0,2
"[11, 59]",32,0,2
"[11, 59]",57,0,2
"[11, 59]",69,0,2
"[11, 59]",24,0,2
"[11, 59]",47,0,2
"[89, 66, 44, 79]",42,0,4
"[89, 66, 44, 79]",33,0,4
"[89, 66, 44, 79]",71,0,4
"[89, 66, 44, 79]",98,0,4
"[89, 66, 44, 79]",41,0,4
"[43, 20]",83,0,2
"[43, 20]",9,0,2
"[43, 20]",50,0,2
"[43, 20]",15,0,2
"[43, 20]",46,0,2
"[67, 12, 7, 9, 99, 27, 20, 15, 21]",50,0,9
"[67, 12, 7, 9, 99, 27, 20, 15, 21]",63,0,9
"[67, 12, 7, 9, 99, 27, 20, 15, 21]",94,0,9
"[67, 12, 7, 9, 99, 27, 20, 15, 21]",53,0,9
"[67, 12, 7, 9, 99, 27, 20, 15, 21]",2,0,9
"[85, 70]",1,0,2
"[85, 70]",47,0,2
"[85, 70]",90,0,2
"[85, 70]",68,0,2
"[85, 70]",10,0,2
"[24, 81, 66]",65,0,3
"[24, 81, 66]",29,0,3
"[24, 81, 66]",60,0,3
"[24, 81, 66]",75,0,3
"[24, 81, 66]",78,0,3
"[72, 6]",34,0,2
"[72, 6]",5,0,2
"[72, 6]",71,0,2
"[72, 6]",4,0,2
"[72, 6]",93,0,2
"[15, 7, 67, 27, 99, 73]",28,0,6
"[15, 7, 67, 27, 99, 73]",93,0,6
"[15, 7, 67, 27, 99, 73]",3,0,6
"[15, 7, 67, 27, 99, 73]",2,0,6
"[15, 7, 67, 27, 99, 73]",20,0,6
"[15, 82, 41, 49, 20, 7]",79,0,6
"[15, 82, 41, 49, 20, 7]",83,0,6
"[15, 82, 41, 49, 20, 7]",2,0,6
"[15, 82, 41, 49, 20, 7]",27,0,6
"[15, 82, 41, 49, 20, 7]",86,0,6
"[7, 55, 65]",98,0,3
"[7, 55, 65]",77,0,3
"[7, 55, 65]",87,0,3
"[7, 55, 65]",81,0,3
"[7, 55, 65]",68,0,3
"[52, 82, 7]",49,0,3
"[52, 82, 7]",58,0,3
"[52, 82, 7]",15,0,3
"[52, 82, 7]",64,0,3
"[52, 82, 7]",86,0,3
"[20, 38]",37,0,2
"[20, 38]",39,0,2
"[20, 38]",63,0,2
"[20, 38]",15,0,2
"[20, 38]",22,0,2
"[9, 50, 43, 5, 77, 18]",46,0,6
"[9, 50, 43, 5, 77, 18]",6,0,6
"[9, 50, 43, 5, 77, 18]",97,0,6
"[9, 50, 43, 5, 77, 18]",51,0,6
"[9, 50, 43, 5, 77, 18]",91,0,6
"[52, 15, 20]",38,0,3
"[52, 15, 20]",58,0,3
"[52, 15, 20]",77,0,3
"[52, 15, 20]",7,0,3
"[52, 15, 20]",27,0,3
"[17, 4]",88,0,2
"[17, 4]",12,0,2
"[17, 4]",66,0,2
"[17, 4]",90,0,2
"[17, 4]",6,0,2
"[57, 2, 15, 99, 20]",8,0,5
"[57, 2, 15, 99, 20]",87,0,5
"[57, 2, 15, 99, 20]",54,0,5
"[57, 2, 15, 99, 20]",7,0,5
"[57, 2, 15, 99, 20]",27,0,5
"[98, 89, 9]",97,0,3
"[98, 89, 9]",25,0,3
"[98, 89, 9]",65,0,3
"[98, 89, 9]",34,0,3
"[98, 89, 9]",44,0,3
"[57, 21, 7, 82, 27, 20, 6, 2]",54,0,8
"[57, 21, 7, 82, 27, 20, 6, 2]",35,0,8
"[57, 21, 7, 82, 27, 20, 6, 2]",15,0,8
"[57, 21, 7, 82, 27, 20, 6, 2]",99,0,8
"[57, 21, 7, 82, 27, 20, 6, 2]",86,0,8
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[24, 52, 75]",29,0,3
"[24, 52, 75]",60,0,3
"[24, 52, 75]",81,0,3
"[24, 52, 75]",34,0,3
"[24, 52, 75]",78,0,3
"[8, 5]",50,0,2
"[8, 5]",95,0,2
"[8, 5]",22,0,2
"[8, 5]",19,0,2
"[8, 5]",40,0,2
"[19, 43]",9,0,2
"[19, 43]",1,0,2
"[19, 43]",50,0,2
"[19, 43]",8,0,2
"[19, 43]",46,0,2
"[2, 91, 18]",55,0,3
"[2, 91, 18]",54,0,3
"[2, 91, 18]",6,0,3
"[2, 91, 18]",36,0,3
"[2, 91, 18]",50,0,3
"[27, 20, 15, 7, 37, 14]",13,0,6
"[27, 20, 15, 7, 37, 14]",39,0,6
"[27, 20, 15, 7, 37, 14]",2,0,6
"[27, 20, 15, 7, 37, 14]",0,0,6
"[27, 20, 15, 7, 37, 14]",99,0,6
"[87, 86, 15, 7]",27,0,4
"[87, 86, 15, 7]",58,0,4
"[87, 86, 15, 7]",20,0,4
"[87, 86, 15, 7]",54,0,4
"[87, 86, 15, 7]",82,0,4
"[95, 14, 2, 65]",33,0,4
"[95, 14, 2, 65]",42,0,4
"[95, 14, 2, 65]",0,0,4
"[95, 14, 2, 65]",13,0,4
"[95, 14, 2, 65]",68,0,4
"[54, 7, 58, 74, 62]",71,0,5
"[54, 7, 58, 74, 62]",87,0,5
"[54, 7, 58, 74, 62]",57,0,5
"[54, 7, 58, 74, 62]",94,0,5
"[54, 7, 58, 74, 62]",51,0,5
"[7, 27, 2, 83, 92]",82,0,5
"[7, 27, 2, 83, 92]",58,0,5
"[7, 27, 2, 83, 92]",15,0,5
"[7, 27, 2, 83, 92]",36,0,5
"[7, 27, 2, 83, 92]",99,0,5
"[11, 98]",32,0,2
"[11, 98]",93,0,2
"[11, 98]",59,0,2
"[11, 98]",65,0,2
"[11, 98]",44,0,2
"[24, 29]",78,0,2
"[24, 29]",60,0,2
"[24, 29]",66,0,2
"[24, 29]",95,0,2
"[24, 29]",71,0,2
"[7, 1]",44,0,2
"[7, 1]",72,0,2
"[7, 1]",63,0,2
"[7, 1]",51,0,2
"[7, 1]",19,0,2
"[25, 26]",5,0,2
"[25, 26]",65,0,2
"[25, 26]",35,0,2
"[25, 26]",89,0,2
"[25, 26]",41,0,2
"[9, 46, 43]",6,0,3
"[9, 46, 43]",94,0,3
"[9, 46, 43]",36,0,3
"[9, 46, 43]",50,0,3
"[9, 46, 43]",83,0,3
"[64, 34]",78,0,2
"[64, 34]",75,0,2
"[64, 34]",81,0,2
"[64, 34]",57,0,2
"[64, 34]",61,0,2
"[56, 62]",39,0,2
"[56, 62]",12,0,2
"[56, 62]",97,0,2
"[56, 62]",72,0,2
"[56, 62]",64,0,2
"[90, 27]",47,0,2
"[90, 27]",54,0,2
"[90, 27]",92,0,2
"[90, 27]",39,0,2
"[90, 27]",99,0,2
"[7, 9, 43, 46]",49,0,4
"[7, 9, 43, 46]",2,0,4
"[7, 9, 43, 46]",36,0,4
"[7, 9, 43, 46]",50,0,4
"[7, 9, 43, 46]",83,0,4
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[49, 7, 15]",54,0,3
"[49, 7, 15]",82,0,3
"[49, 7, 15]",2,0,3
"[49, 7, 15]",27,0,3
"[49, 7, 15]",20,0,3
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[77, 10]",55,0,2
"[77, 10]",51,0,2
"[77, 10]",97,0,2
"[77, 10]",5,0,2
"[77, 10]",70,0,2
"[22, 12, 5]",50,0,3
"[22, 12, 5]",53,0,3
"[22, 12, 5]",38,0,3
"[22, 12, 5]",40,0,3
"[22, 12, 5]",94,0,3
"[74, 15]",40,0,2
"[74, 15]",28,0,2
"[74, 15]",47,0,2
"[74, 15]",51,0,2
"[74, 15]",20,0,2
"[32, 66]",75,0,2
"[32, 66]",60,0,2
"[32, 66]",29,0,2
"[32, 66]",41,0,2
"[32, 66]",45,0,2
"[27, 63, 15]",39,0,3
"[27, 63, 15]",1,0,3
"[27, 63, 15]",47,0,3
"[27, 63, 15]",20,0,3
"[27, 63, 15]",99,0,3
"[38, 22, 17]",39,0,3
"[38, 22, 17]",4,0,3
"[38, 22, 17]",63,0,3
"[38, 22, 17]",48,0,3
"[38, 22, 17]",35,0,3
"[52, 7]",15,0,2
"[52, 7]",77,0,2
"[52, 7]",86,0,2
"[52, 7]",58,0,2
"[52, 7]",82,0,2
"[52, 22, 15]",27,0,3
"[52, 22, 15]",7,0,3
"[52, 22, 15]",58,0,3
"[52, 22, 15]",20,0,3
"[52, 22, 15]",38,0,3
"[2, 0, 17]",80,0,3
"[2, 0, 17]",88,0,3
"[2, 0, 17]",39,0,3
"[2, 0, 17]",37,0,3
"[2, 0, 17]",14,0,3
"[62, 48]",86,0,2
"[62, 48]",55,0,2
"[62, 48]",12,0,2
"[62, 48]",17,0,2
"[62, 48]",71,0,2
"[2, 27, 99, 19]",7,0,4
"[2, 27, 99, 19]",20,0,4
"[2, 27, 99, 19]",1,0,4
"[2, 27, 99, 19]",8,0,4
"[2, 27, 99, 19]",15,0,4
"[2, 15, 20, 99, 27]",87,0,5
"[2, 15, 20, 99, 27]",0,0,5
"[2, 15, 20, 99, 27]",80,0,5
"[2, 15, 20, 99, 27]",14,0,5
"[2, 15, 20, 99, 27]",7,0,5
"[15, 20]",21,0,2
"[15, 20]",99,0,2
"[15, 20]",2,0,2
"[15, 20]",7,0,2
"[15, 20]",27,0,2
"[7, 41, 74, 71]",76,0,4
"[7, 41, 74, 71]",25,0,4
"[7, 41, 74, 71]",29,0,4
"[7, 41, 74, 71]",42,0,4
"[7, 41, 74, 71]",79,0,4
"[82, 7, 15, 20, 67]",99,0,5
"[82, 7, 15, 20, 67]",57,0,5
"[82, 7, 15, 20, 67]",2,0,5
"[82, 7, 15, 20, 67]",27,0,5
"[82, 7, 15, 20, 67]",86,0,5
"[42, 96]",29,0,2
"[42, 96]",45,0,2
"[42, 96]",44,0,2
"[42, 96]",68,0,2
"[42, 96]",71,0,2
"[61, 75]",60,0,2
"[61, 75]",34,0,2
"[61, 75]",78,0,2
"[61, 75]",66,0,2
"[61, 75]",64,0,2
"[61, 69]",78,0,2
"[61, 69]",23,0,2
"[61, 69]",60,0,2
"[61, 69]",64,0,2
"[61, 69]",76,0,2
"[89, 98]",25,0,2
"[89, 98]",97,0,2
"[89, 98]",34,0,2
"[89, 98]",65,0,2
"[89, 98]",44,0,2
"[36, 20, 88, 9]",57,0,4
"[36, 20, 88, 9]",15,0,4
"[36, 20, 88, 9]",46,0,4
"[36, 20, 88, 9]",91,0,4
"[36, 20, 88, 9]",83,0,4
"[52, 82, 17]",97,0,3
"[52, 82, 17]",45,0,3
"[52, 82, 17]",7,0,3
"[52, 82, 17]",76,0,3
"[52, 82, 17]",86,0,3
"[24, 61]",69,0,2
"[24, 61]",66,0,2
"[24, 61]",23,0,2
"[24, 61]",60,0,2
"[24, 61]",64,0,2
"[41, 29]",25,0,2
"[41, 29]",79,0,2
"[41, 29]",71,0,2
"[41, 29]",26,0,2
"[41, 29]",32,0,2
"[64, 65]",82,0,2
"[64, 65]",68,0,2
"[64, 65]",56,0,2
"[64, 65]",61,0,2
