itemSet,setSize,target,conversion
12,1,1,0
12,1,26,0
12,1,18,0
27-12,2,75,0
27-12,2,86,0
27-12,2,55,0
27-12,2,63,0
27-12,2,47,0
27,1,12,1
20-11,2,12,0
20-11,2,69,0
20-11,2,74,0
20-11,2,49,0
20-11,2,96,0
11,1,20,1
23,1,6,0
23,1,49,0
23,1,85,0
23,1,21,0
23,1,7,0
37-55-86-12,4,23,0
37-55-86-12,4,19,0
37-55-86-12,4,29,0
37-55-86-12,4,46,0
37-55-86-12,4,66,0
12-37-86,3,55,1
36-80,2,90,0
36-80,2,15,0
36-80,2,23,0
36-80,2,94,0
36-80,2,19,0
36,1,80,1
46,1,89,0
46,1,93,0
46,1,17,0
46,1,9,0
46,1,40,0
24,1,85,0
24,1,78,0
24,1,82,0
24,1,38,0
24,1,72,0
23,1,18,0
23,1,8,0
23,1,66,0
23,1,76,0
23,1,72,0
4-12,2,84,0
4-12,2,90,0
4-12,2,60,0
4-12,2,82,0
4-12,2,30,0
4,1,12,1
80-91,2,37,0
80-91,2,73,0
80-91,2,72,0
80-91,2,23,0
80-91,2,59,0
80,1,91,1
77-29-3-12,4,43,0
77-29-3-12,4,48,0
77-29-3-12,4,47,0
77-29-3-12,4,66,0
77-29-3-12,4,53,0
3-12-77,3,29,1
7,1,70,0
7,1,6,0
7,1,30,0
7,1,64,0
7,1,80,0
86,1,44,0
86,1,95,0
86,1,4,0
86,1,35,0
86,1,82,0
35,1,84,0
35,1,59,0
35,1,31,0
35,1,23,0
35,1,44,0
51-79-12,3,81,0
51-79-12,3,53,0
51-79-12,3,10,0
51-79-12,3,82,0
51-79-12,3,64,0
51-79,2,12,1
12,1,36,0
12,1,6,0
12,1,62,0
12,1,50,0
12,1,23,0
21,1,48,0
21,1,59,0
21,1,68,0
21,1,22,0
21,1,9,0
11,1,56,0
11,1,2,0
11,1,99,0
11,1,67,0
11,1,95,0
1,1,20,0
1,1,90,0
1,1,77,0
1,1,83,0
1,1,52,0
30-67-8-10-70-73-9-64-53-12,10,3,0
30-67-8-10-70-73-9-64-53-12,10,82,0
30-67-8-10-70-73-9-64-53-12,10,63,0
30-67-8-10-70-73-9-64-53-12,10,44,0
30-67-8-10-70-73-9-64-53-12,10,38,0
64-67-70-8-73-10-9-12-30,9,53,1
65,1,85,0
65,1,96,0
65,1,37,0
65,1,90,0
65,1,69,0
85-53-22,3,46,0
85-53-22,3,50,0
85-53-22,3,43,0
85-53-22,3,91,0
85-53-22,3,31,0
53-22,2,85,1
12-23,2,36,0
12-23,2,87,0
12-23,2,8,0
12-23,2,90,0
12-23,2,44,0
23,1,12,1
9-17-22,3,4,0
9-17-22,3,1,0
9-17-22,3,29,0
9-17-22,3,100,0
9-17-22,3,15,0
9-17,2,22,1
60-77-85-15-6-91-80-69,8,62,0
60-77-85-15-6-91-80-69,8,27,0
60-77-85-15-6-91-80-69,8,24,0
60-77-85-15-6-91-80-69,8,32,0
60-77-85-15-6-91-80-69,8,84,0
69-6-77-15-80-91-60,7,85,1
73,1,49,0
73,1,25,0
73,1,52,0
73,1,85,0
73,1,1,0
22,1,3,0
22,1,43,0
22,1,76,0
22,1,64,0
22,1,17,0
12,1,59,0
12,1,47,0
12,1,21,0
12,1,62,0
12,1,98,0
41,1,80,0
41,1,94,0
41,1,56,0
41,1,67,0
41,1,82,0
80-30-56-40,4,67,0
80-30-56-40,4,9,0
80-30-56-40,4,47,0
80-30-56-40,4,11,0
80-30-56-40,4,87,0
80-56-40,3,30,1
73-38-2-12,4,39,0
73-38-2-12,4,79,0
73-38-2-12,4,76,0
73-38-2-12,4,53,0
73-38-2-12,4,19,0
73-12-38,3,2,1
12,1,17,0
12,1,70,0
12,1,83,0
12,1,54,0
12,1,19,0
30,1,48,0
30,1,92,0
30,1,1,0
30,1,50,0
30,1,27,0
82-75-12,3,80,0
82-75-12,3,29,0
82-75-12,3,15,0
82-75-12,3,96,0
82-75-12,3,26,0
82-12,2,75,1
56-39,2,3,0
56-39,2,89,0
56-39,2,10,0
56-39,2,76,0
56-39,2,71,0
39,1,56,1
47,1,71,0
47,1,52,0
47,1,66,0
47,1,61,0
47,1,35,0
48-75-32,3,80,0
48-75-32,3,17,0
48-75-32,3,64,0
48-75-32,3,79,0
48-75-32,3,90,0
32-75,2,48,1
40,1,58,0
40,1,23,0
40,1,10,0
40,1,83,0
40,1,78,0
29,1,23,0
29,1,95,0
29,1,86,0
29,1,4,0
29,1,94,0
30-12,2,1,0
30-12,2,17,0
30-12,2,39,0
30-12,2,89,0
30-12,2,37,0
12,1,30,1
22-12-1,3,13,0
22-12-1,3,28,0
22-12-1,3,93,0
22-12-1,3,3,0
22-12-1,3,17,0
12-22,2,1,1
85,1,8,0
85,1,34,0
85,1,91,0
85,1,48,0
85,1,98,0
99-39-67-72-61,5,73,0
99-39-67-72-61,5,63,0
99-39-67-72-61,5,41,0
99-39-67-72-61,5,34,0
99-39-67-72-61,5,90,0
99-72-67-61,4,39,1
56-81-24-96-82,5,52,0
56-81-24-96-82,5,94,0
56-81-24-96-82,5,13,0
56-81-24-96-82,5,92,0
56-81-24-96-82,5,87,0
96-81-56-24,4,82,1
72-88-40-82-31-98-74-68-46-16,10,39,0
72-88-40-82-31-98-74-68-46-16,10,47,0
72-88-40-82-31-98-74-68-46-16,10,70,0
72-88-40-82-31-98-74-68-46-16,10,86,0
72-88-40-82-31-98-74-68-46-16,10,77,0
68-72-40-74-46-16-82-88-31,9,98,1
96,1,1,0
96,1,69,0
96,1,80,0
96,1,59,0
96,1,38,0
80-69-7-6-91-79,6,63,0
80-69-7-6-91-79,6,39,0
80-69-7-6-91-79,6,28,0
80-69-7-6-91-79,6,24,0
80-69-7-6-91-79,6,97,0
69-6-7-80-91,5,79,1
32-26,2,92,0
32-26,2,43,0
32-26,2,42,0
32-26,2,71,0
32-26,2,38,0
32,1,26,1
98,1,31,0
98,1,15,0
98,1,88,0
98,1,34,0
98,1,66,0
11-90,2,51,0
11-90,2,59,0
11-90,2,55,0
11-90,2,13,0
11-90,2,33,0
11,1,90,1
22,1,31,0
22,1,90,0
22,1,67,0
22,1,79,0
22,1,95,0
31-22,2,5,0
31-22,2,70,0
31-22,2,40,0
31-22,2,43,0
31-22,2,39,0
22,1,31,1
80,1,66,0
80,1,8,0
80,1,40,0
80,1,81,0
80,1,5,0
53-1,2,51,0
53-1,2,3,0
53-1,2,95,0
53-1,2,18,0
53-1,2,50,0
53,1,1,1
85-22,2,71,0
85-22,2,26,0
85-22,2,73,0
85-22,2,58,0
85-22,2,19,0
22,1,85,1
12-23,2,32,0
12-23,2,5,0
12-23,2,59,0
12-23,2,2,0
12-23,2,38,0
23,1,12,1
12,1,72,0
12,1,2,0
12,1,59,0
12,1,74,0
12,1,29,0
37,1,84,0
37,1,57,0
37,1,59,0
37,1,12,0
37,1,72,0
91-7-6,3,38,0
91-7-6,3,78,0
91-7-6,3,31,0
91-7-6,3,15,0
91-7-6,3,57,0
91-6,2,7,1
67-99-93-61-12-53,6,26,0
67-99-93-61-12-53,6,94,0
67-99-93-61-12-53,6,41,0
67-99-93-61-12-53,6,59,0
67-99-93-61-12-53,6,60,0
67-99-12-93-61,5,53,1
52-84-1,3,53,0
52-84-1,3,75,0
52-84-1,3,31,0
52-84-1,3,26,0
52-84-1,3,13,0
1-84,2,52,1
39-50,2,49,0
39-50,2,60,0
39-50,2,73,0
39-50,2,6,0
39-50,2,85,0
39,1,50,1
11-18,2,20,0
11-18,2,64,0
11-18,2,69,0
11-18,2,65,0
11-18,2,60,0
11,1,18,1
25,1,70,0
25,1,43,0
25,1,58,0
25,1,51,0
25,1,40,0
27,1,100,0
27,1,20,0
27,1,15,0
27,1,4,0
27,1,74,0
6-27-60-8-45-16-5-15-11-91-29-21,12,47,0
6-27-60-8-45-16-5-15-11-91-29-21,12,7,0
6-27-60-8-45-16-5-15-11-91-29-21,12,87,0
6-27-60-8-45-16-5-15-11-91-29-21,12,57,0
6-27-60-8-45-16-5-15-11-91-29-21,12,10,0
5-6-8-91-11-45-16-21-27-60-29,11,15,1
83,1,49,0
83,1,38,0
83,1,70,0
83,1,85,0
83,1,81,0
23-1,2,98,0
23-1,2,94,0
23-1,2,38,0
23-1,2,63,0
23-1,2,56,0
1,1,23,1
98-67-12-1,4,45,0
98-67-12-1,4,11,0
98-67-12-1,4,93,0
98-67-12-1,4,52,0
98-67-12-1,4,74,0
1-98-67,3,12,1
26,1,69,0
26,1,13,0
26,1,25,0
26,1,61,0
26,1,72,0
77-86,2,42,0
77-86,2,15,0
77-86,2,97,0
77-86,2,100,0
77-86,2,78,0
86,1,77,1
81-2,2,9,0
81-2,2,29,0
81-2,2,37,0
81-2,2,48,0
81-2,2,65,0
2,1,81,1
57,1,80,0
57,1,5,0
57,1,31,0
57,1,49,0
57,1,67,0
12,1,55,0
12,1,33,0
12,1,5,0
12,1,3,0
12,1,14,0
30-8-1,3,48,0
30-8-1,3,33,0
30-8-1,3,64,0
30-8-1,3,2,0
30-8-1,3,91,0
8-30,2,1,1
72,1,23,0
72,1,21,0
72,1,44,0
72,1,86,0
72,1,43,0
12,1,76,0
12,1,68,0
12,1,56,0
12,1,77,0
12,1,35,0
67-70-84-53,4,2,0
67-70-84-53,4,23,0
67-70-84-53,4,15,0
67-70-84-53,4,72,0
67-70-84-53,4,83,0
67-53-70,3,84,1
98-83-11,3,26,0
98-83-11,3,96,0
98-83-11,3,70,0
98-83-11,3,94,0
98-83-11,3,29,0
98-83,2,11,1
12,1,55,0
12,1,81,0
12,1,44,0
12,1,91,0
12,1,94,0
11,1,93,0
11,1,58,0
11,1,17,0
11,1,16,0
11,1,70,0
12,1,23,0
12,1,86,0
12,1,40,0
12,1,9,0
12,1,29,0
40-88,2,62,0
40-88,2,93,0
40-88,2,21,0
40-88,2,25,0
40-88,2,78,0
88,1,40,1
77,1,69,0
77,1,89,0
77,1,26,0
77,1,51,0
77,1,75,0
12-53,2,52,0
12-53,2,60,0
12-53,2,87,0
12-53,2,26,0
12-53,2,74,0
12,1,53,1
39-31-81,3,92,0
39-31-81,3,9,0
39-31-81,3,28,0
39-31-81,3,5,0
39-31-81,3,56,0
39-31,2,81,1
19-44-11-10,4,55,0
19-44-11-10,4,78,0
19-44-11-10,4,59,0
19-44-11-10,4,76,0
19-44-11-10,4,94,0
19-11-44,3,10,1
99-40,2,64,0
99-40,2,86,0
99-40,2,29,0
99-40,2,35,0
99-40,2,61,0
99,1,40,1
11-62,2,41,0
11-62,2,86,0
11-62,2,91,0
11-62,2,7,0
11-62,2,40,0
11,1,62,1
22,1,23,0
22,1,97,0
22,1,53,0
22,1,41,0
22,1,11,0
23,1,31,0
23,1,39,0
23,1,76,0
23,1,7,0
23,1,16,0
9,1,81,0
9,1,55,0
9,1,29,0
9,1,54,0
9,1,15,0
1,1,50,0
1,1,34,0
1,1,100,0
1,1,91,0
1,1,26,0
26,1,9,0
26,1,17,0
26,1,67,0
26,1,55,0
26,1,2,0
72-64,2,25,0
72-64,2,18,0
72-64,2,98,0
72-64,2,10,0
72-64,2,2,0
72,1,64,1
8,1,64,0
8,1,22,0
8,1,99,0
8,1,17,0
8,1,78,0
2,1,34,0
2,1,82,0
2,1,54,0
2,1,17,0
2,1,3,0
52,1,61,0
52,1,37,0
52,1,71,0
52,1,69,0
52,1,80,0
16,1,3,0
16,1,88,0
16,1,28,0
16,1,95,0
16,1,58,0
57,1,52,0
57,1,46,0
57,1,70,0
57,1,12,0
57,1,97,0
40-12,2,22,0
40-12,2,4,0
40-12,2,1,0
40-12,2,62,0
40-12,2,2,0
40,1,12,1
16-8-89-11-24-59-54,7,22,0
16-8-89-11-24-59-54,7,42,0
16-8-89-11-24-59-54,7,17,0
16-8-89-11-24-59-54,7,76,0
16-8-89-11-24-59-54,7,63,0
8-11-16-54-89-59,6,24,1
34-3-22,3,75,0
34-3-22,3,100,0
34-3-22,3,37,0
34-3-22,3,53,0
34-3-22,3,84,0
3-22,2,34,1
1,1,7,0
1,1,13,0
1,1,52,0
1,1,89,0
1,1,100,0
27,1,66,0
27,1,80,0
27,1,37,0
27,1,46,0
27,1,70,0
12,1,5,0
12,1,67,0
12,1,49,0
12,1,73,0
12,1,57,0
58,1,71,0
58,1,14,0
58,1,83,0
58,1,63,0
58,1,56,0
88-12,2,25,0
88-12,2,17,0
88-12,2,8,0
88-12,2,30,0
88-12,2,35,0
88,1,12,1
60-66-37,3,68,0
60-66-37,3,25,0
60-66-37,3,7,0
60-66-37,3,47,0
60-66-37,3,85,0
66-37,2,60,1
38,1,23,0
38,1,62,0
38,1,90,0
38,1,14,0
38,1,26,0
20-19-1,3,91,0
20-19-1,3,49,0
20-19-1,3,45,0
20-19-1,3,99,0
20-19-1,3,47,0
1-19,2,20,1
16-15-80-11-69-7-68-79-26,9,50,0
16-15-80-11-69-7-68-79-26,9,51,0
16-15-80-11-69-7-68-79-26,9,92,0
16-15-80-11-69-7-68-79-26,9,27,0
16-15-80-11-69-7-68-79-26,9,37,0
69-7-11-15-16-80-79-26,8,68,1
80,1,61,0
80,1,42,0
80,1,38,0
80,1,93,0
80,1,41,0
90,1,98,0
90,1,88,0
90,1,50,0
90,1,76,0
90,1,79,0
27-48-85-94-26,5,64,0
27-48-85-94-26,5,99,0
27-48-85-94-26,5,15,0
27-48-85-94-26,5,76,0
27-48-85-94-26,5,24,0
26-27-85-94,4,48,1
77-15-90,3,18,0
77-15-90,3,8,0
77-15-90,3,31,0
77-15-90,3,24,0
77-15-90,3,26,0
90-15,2,77,1
39,1,88,0
39,1,1,0
39,1,36,0
39,1,54,0
39,1,50,0
9-89-8-56-40,5,86,0
9-89-8-56-40,5,34,0
9-89-8-56-40,5,82,0
9-89-8-56-40,5,38,0
9-89-8-56-40,5,4,0
40-8-56-89,4,9,1
24-93,2,59,0
24-93,2,20,0
24-93,2,78,0
24-93,2,72,0
24-93,2,46,0
24,1,93,1
83-12,2,44,0
83-12,2,13,0
83-12,2,67,0
83-12,2,71,0
83-12,2,61,0
83,1,12,1
82-86-12,3,81,0
82-86-12,3,16,0
82-86-12,3,38,0
82-86-12,3,19,0
82-86-12,3,11,0
82-12,2,86,1
57,1,8,0
57,1,35,0
57,1,24,0
57,1,84,0
57,1,87,0
85-37-76-1,4,14,0
85-37-76-1,4,7,0
85-37-76-1,4,49,0
85-37-76-1,4,25,0
85-37-76-1,4,86,0
85-76-37,3,1,1
12,1,18,0
12,1,59,0
12,1,37,0
12,1,24,0
12,1,22,0
16-8-89-11-24-59,6,20,0
16-8-89-11-24-59,6,47,0
16-8-89-11-24-59,6,30,0
16-8-89-11-24-59,6,27,0
16-8-89-11-24-59,6,92,0
11-16-24-89-59,5,8,1
65-56-57-4,4,85,0
65-56-57-4,4,87,0
65-56-57-4,4,48,0
65-56-57-4,4,83,0
65-56-57-4,4,86,0
56-65-4,3,57,1
15-86,2,8,0
15-86,2,99,0
15-86,2,37,0
15-86,2,48,0
15-86,2,76,0
15,1,86,1
12,1,10,0
12,1,96,0
12,1,45,0
12,1,25,0
12,1,17,0
12,1,11,0
12,1,96,0
12,1,83,0
12,1,1,0
12,1,55,0
56-40-31,3,12,0
56-40-31,3,10,0
56-40-31,3,36,0
56-40-31,3,34,0
56-40-31,3,91,0
56-40,2,31,1
18,1,66,0
18,1,81,0
18,1,68,0
18,1,42,0
18,1,52,0
82,1,71,0
82,1,90,0
82,1,28,0
82,1,46,0
82,1,45,0
66,1,71,0
66,1,41,0
66,1,2,0
66,1,74,0
66,1,91,0
12,1,17,0
12,1,81,0
12,1,23,0
12,1,82,0
12,1,20,0
69-7-91-19-18-25-20,7,60,0
69-7-91-19-18-25-20,7,61,0
69-7-91-19-18-25-20,7,27,0
69-7-91-19-18-25-20,7,67,0
69-7-91-19-18-25-20,7,87,0
69-7-19-20-25-91,6,18,1
85-15,2,93,0
85-15,2,18,0
85-15,2,9,0
85-15,2,53,0
85-15,2,76,0
85,1,15,1
76,1,44,0
76,1,85,0
76,1,17,0
76,1,9,0
76,1,79,0
20,1,92,0
20,1,75,0
20,1,91,0
20,1,80,0
20,1,45,0
12,1,58,0
12,1,65,0
12,1,40,0
12,1,88,0
12,1,80,0
4,1,36,0
4,1,85,0
4,1,86,0
4,1,99,0
4,1,71,0
12,1,92,0
12,1,58,0
12,1,91,0
12,1,43,0
12,1,62,0
81-39-26-1,4,95,0
81-39-26-1,4,78,0
81-39-26-1,4,98,0
81-39-26-1,4,2,0
81-39-26-1,4,69,0
81-26-1,3,39,1
60-61-72-67-39-37-99-57,8,85,0
60-61-72-67-39-37-99-57,8,80,0
60-61-72-67-39-37-99-57,8,13,0
60-61-72-67-39-37-99-57,8,19,0
60-61-72-67-39-37-99-57,8,28,0
67-99-39-72-57-60-61,7,37,1
37-36-70-39-38-11-57,7,66,0
37-36-70-39-38-11-57,7,79,0
37-36-70-39-38-11-57,7,50,0
37-36-70-39-38-11-57,7,22,0
37-36-70-39-38-11-57,7,69,0
36-37-70-38-39-11,6,57,1
29,1,43,0
29,1,82,0
29,1,31,0
29,1,51,0
29,1,9,0
5-22-12-1,4,2,0
5-22-12-1,4,61,0
5-22-12-1,4,49,0
5-22-12-1,4,60,0
5-22-12-1,4,79,0
1-12-5,3,22,1
2,1,77,0
2,1,52,0
2,1,72,0
2,1,21,0
2,1,26,0
39,1,97,0
39,1,61,0
39,1,9,0
39,1,89,0
39,1,6,0
30,1,5,0
30,1,11,0
30,1,29,0
30,1,63,0
30,1,44,0
11-12,2,92,0
11-12,2,73,0
11-12,2,74,0
11-12,2,75,0
11-12,2,2,0
11,1,12,1
20,1,56,0
20,1,45,0
20,1,90,0
20,1,80,0
20,1,33,0
56-57,2,40,0
56-57,2,23,0
56-57,2,72,0
56-57,2,3,0
56-57,2,27,0
57,1,56,1
80-23,2,67,0
80-23,2,72,0
80-23,2,85,0
80-23,2,60,0
80-23,2,81,0
23,1,80,1
81-80-99-12,4,27,0
81-80-99-12,4,70,0
81-80-99-12,4,3,0
81-80-99-12,4,13,0
81-80-99-12,4,84,0
80-99-12,3,81,1
56,1,15,0
56,1,4,0
56,1,71,0
56,1,89,0
56,1,80,0
24-27-2,3,90,0
24-27-2,3,86,0
24-27-2,3,16,0
24-27-2,3,36,0
24-27-2,3,66,0
24-2,2,27,1
62-8-16-6,4,98,0
62-8-16-6,4,15,0
62-8-16-6,4,94,0
62-8-16-6,4,37,0
62-8-16-6,4,50,0
8-16-62,3,6,1
18-31-11-40-43-49,6,53,0
18-31-11-40-43-49,6,25,0
18-31-11-40-43-49,6,62,0
18-31-11-40-43-49,6,67,0
18-31-11-40-43-49,6,81,0
40-11-43-18-31,5,49,1
36,1,91,0
36,1,34,0
36,1,23,0
36,1,87,0
36,1,81,0
98,1,91,0
98,1,41,0
98,1,39,0
98,1,59,0
98,1,9,0
9,1,11,0
9,1,17,0
9,1,5,0
9,1,79,0
9,1,93,0
96-28-40-31-2-23,6,67,0
96-28-40-31-2-23,6,1,0
96-28-40-31-2-23,6,89,0
96-28-40-31-2-23,6,58,0
96-28-40-31-2-23,6,49,0
96-2-40-23-31,5,28,1
36-12,2,28,0
36-12,2,23,0
36-12,2,54,0
36-12,2,93,0
36-12,2,88,0
12,1,36,1
80-8-45-63-2,5,77,0
80-8-45-63-2,5,10,0
80-8-45-63-2,5,14,0
80-8-45-63-2,5,64,0
80-8-45-63-2,5,61,0
8-2-80-45,4,63,1
4,1,82,0
4,1,29,0
4,1,77,0
4,1,95,0
4,1,97,0
100-53-12,3,75,0
100-53-12,3,2,0
100-53-12,3,48,0
100-53-12,3,83,0
100-53-12,3,60,0
100-12,2,53,1
11-40-24,3,56,0
11-40-24,3,46,0
11-40-24,3,7,0
11-40-24,3,75,0
11-40-24,3,4,0
40-24,2,11,1
12,1,90,0
12,1,66,0
12,1,53,0
12,1,96,0
12,1,14,0
78,1,96,0
78,1,52,0
78,1,98,0
78,1,28,0
78,1,59,0
30,1,63,0
30,1,66,0
30,1,88,0
30,1,6,0
30,1,44,0
1-12,2,33,0
1-12,2,30,0
1-12,2,61,0
1-12,2,54,0
1-12,2,29,0
1,1,12,1
30-65-56-24-53,5,77,0
30-65-56-24-53,5,26,0
30-65-56-24-53,5,89,0
30-65-56-24-53,5,94,0
30-65-56-24-53,5,7,0
24-65-53-30,4,56,1
15-1,2,62,0
15-1,2,77,0
15-1,2,20,0
15-1,2,71,0
15-1,2,96,0
1,1,15,1
31,1,25,0
31,1,34,0
31,1,92,0
31,1,51,0
31,1,2,0
44-43-12,3,21,0
44-43-12,3,91,0
44-43-12,3,69,0
44-43-12,3,1,0
44-43-12,3,73,0
44-12,2,43,1
57-22-1,3,3,0
57-22-1,3,48,0
57-22-1,3,90,0
57-22-1,3,47,0
57-22-1,3,62,0
1-22,2,57,1
81-2-1,3,58,0
81-2-1,3,64,0
81-2-1,3,44,0
81-2-1,3,16,0
81-2-1,3,8,0
81-2,2,1,1
12,1,18,0
12,1,40,0
12,1,72,0
12,1,21,0
12,1,39,0
75-74-72-67,4,34,0
75-74-72-67,4,22,0
75-74-72-67,4,2,0
75-74-72-67,4,50,0
75-74-72-67,4,87,0
72-74-67,3,75,1
12,1,4,0
12,1,70,0
12,1,29,0
12,1,98,0
12,1,44,0
25-45-9-24-16-31-81-56-37-99,10,67,0
25-45-9-24-16-31-81-56-37-99,10,1,0
25-45-9-24-16-31-81-56-37-99,10,73,0
25-45-9-24-16-31-81-56-37-99,10,34,0
25-45-9-24-16-31-81-56-37-99,10,11,0
99-37-9-45-16-81-24-56-31,9,25,1
11-19-25-12-1,5,15,0
11-19-25-12-1,5,86,0
11-19-25-12-1,5,33,0
11-19-25-12-1,5,48,0
11-19-25-12-1,5,3,0
1-19-12-25,4,11,1
71,1,38,0
71,1,25,0
71,1,56,0
71,1,15,0
71,1,41,0
1,1,78,0
1,1,27,0
1,1,50,0
1,1,14,0
1,1,49,0
66-12,2,24,0
66-12,2,20,0
66-12,2,45,0
66-12,2,39,0
66-12,2,42,0
12,1,66,1
22-12-1,3,48,0
22-12-1,3,97,0
22-12-1,3,33,0
22-12-1,3,23,0
22-12-1,3,21,0
1-22,2,12,1
26,1,52,0
26,1,70,0
26,1,21,0
26,1,16,0
26,1,7,0
12,1,4,0
12,1,39,0
12,1,69,0
12,1,84,0
12,1,81,0
54-22,2,56,0
54-22,2,36,0
54-22,2,95,0
54-22,2,62,0
54-22,2,4,0
54,1,22,1
2-22,2,62,0
2-22,2,37,0
2-22,2,100,0
2-22,2,7,0
2-22,2,77,0
22,1,2,1
3,1,9,0
3,1,66,0
3,1,83,0
3,1,70,0
3,1,55,0
23-1,2,65,0
23-1,2,84,0
23-1,2,71,0
23-1,2,32,0
23-1,2,10,0
1,1,23,1
65-98,2,81,0
65-98,2,55,0
65-98,2,44,0
65-98,2,7,0
65-98,2,83,0
98,1,65,1
26,1,95,0
26,1,73,0
26,1,70,0
26,1,77,0
26,1,82,0
50,1,79,0
50,1,80,0
50,1,81,0
50,1,7,0
50,1,24,0
17-29,2,37,0
17-29,2,63,0
17-29,2,3,0
17-29,2,98,0
17-29,2,73,0
17,1,29,1
12,1,14,0
12,1,4,0
12,1,65,0
12,1,97,0
12,1,70,0
81,1,67,0
81,1,99,0
81,1,17,0
81,1,44,0
81,1,16,0
3-12,2,36,0
3-12,2,4,0
3-12,2,41,0
3-12,2,30,0
3-12,2,17,0
12,1,3,1
23,1,42,0
23,1,8,0
23,1,79,0
23,1,22,0
23,1,20,0
77-48,2,15,0
77-48,2,76,0
77-48,2,33,0
77-48,2,68,0
77-48,2,53,0
48,1,77,1
12,1,45,0
12,1,88,0
12,1,69,0
12,1,78,0
12,1,7,0
12,1,48,0
12,1,17,0
12,1,83,0
12,1,2,0
12,1,100,0
71-1,2,36,0
71-1,2,32,0
71-1,2,99,0
71-1,2,87,0
71-1,2,98,0
1,1,71,1
97-62,2,82,0
97-62,2,57,0
97-62,2,71,0
97-62,2,40,0
97-62,2,8,0
62,1,97,1
34-50,2,63,0
34-50,2,56,0
34-50,2,21,0
34-50,2,66,0
34-50,2,81,0
50,1,34,1
96,1,41,0
96,1,67,0
96,1,45,0
96,1,28,0
96,1,90,0
60-49-87-44-81,5,70,0
60-49-87-44-81,5,28,0
60-49-87-44-81,5,94,0
60-49-87-44-81,5,4,0
60-49-87-44-81,5,77,0
81-44-60-87,4,49,1
92-26,2,32,0
92-26,2,81,0
92-26,2,90,0
92-26,2,91,0
92-26,2,94,0
26,1,92,1
28-18-35-40-31-30-20-19-82,9,73,0
28-18-35-40-31-30-20-19-82,9,47,0
28-18-35-40-31-30-20-19-82,9,41,0
28-18-35-40-31-30-20-19-82,9,86,0
28-18-35-40-31-30-20-19-82,9,67,0
35-40-18-19-20-82-30-31,8,28,1
23,1,3,0
23,1,46,0
23,1,71,0
23,1,28,0
23,1,29,0
49-48-1,3,96,0
49-48-1,3,13,0
49-48-1,3,25,0
49-48-1,3,88,0
49-48-1,3,72,0
49-1,2,48,1
91-7,2,78,0
91-7,2,80,0
91-7,2,66,0
91-7,2,24,0
91-7,2,5,0
7,1,91,1
50-29-12,3,43,0
50-29-12,3,84,0
50-29-12,3,73,0
50-29-12,3,17,0
50-29-12,3,27,0
50-12,2,29,1
54,1,55,0
54,1,78,0
54,1,15,0
54,1,45,0
54,1,89,0
28,1,18,0
28,1,96,0
28,1,92,0
28,1,60,0
28,1,91,0
1,1,92,0
1,1,26,0
1,1,94,0
1,1,46,0
1,1,34,0
53-12,2,37,0
53-12,2,40,0
53-12,2,49,0
53-12,2,47,0
53-12,2,14,0
53,1,12,1
67-96-54-1,4,44,0
67-96-54-1,4,83,0
67-96-54-1,4,99,0
67-96-54-1,4,52,0
67-96-54-1,4,73,0
1-67-54,3,96,1
2-90,2,13,0
2-90,2,62,0
2-90,2,71,0
2-90,2,32,0
2-90,2,50,0
90,1,2,1
58-49,2,13,0
58-49,2,94,0
58-49,2,87,0
58-49,2,64,0
58-49,2,74,0
58,1,49,1
12,1,38,0
12,1,87,0
12,1,81,0
12,1,86,0
12,1,68,0
98-21-12-23,4,44,0
98-21-12-23,4,99,0
98-21-12-23,4,57,0
98-21-12-23,4,77,0
98-21-12-23,4,3,0
98-21-23,3,12,1
12,1,32,0
12,1,21,0
12,1,55,0
12,1,75,0
12,1,40,0
36-58,2,40,0
36-58,2,53,0
36-58,2,4,0
36-58,2,45,0
36-58,2,82,0
58,1,36,1
57,1,92,0
57,1,86,0
57,1,45,0
57,1,81,0
57,1,7,0
62-74-12,3,91,0
62-74-12,3,36,0
62-74-12,3,80,0
62-74-12,3,39,0
62-74-12,3,57,0
12-62,2,74,1
39-36-51,3,76,0
39-36-51,3,59,0
39-36-51,3,68,0
39-36-51,3,89,0
39-36-51,3,69,0
36-39,2,51,1
12,1,65,0
12,1,41,0
12,1,73,0
12,1,58,0
12,1,11,0
49,1,76,0
49,1,83,0
49,1,44,0
49,1,50,0
49,1,58,0
55,1,12,0
55,1,7,0
55,1,25,0
55,1,34,0
55,1,30,0
42-48,2,7,0
42-48,2,84,0
42-48,2,58,0
42-48,2,40,0
42-48,2,77,0
48,1,42,1
12-23,2,96,0
12-23,2,99,0
12-23,2,60,0
12-23,2,87,0
12-23,2,29,0
23,1,12,1
41-25-16-22,4,99,0
41-25-16-22,4,85,0
41-25-16-22,4,35,0
41-25-16-22,4,8,0
41-25-16-22,4,88,0
41-25-22,3,16,1
70,1,80,0
70,1,17,0
70,1,78,0
70,1,100,0
70,1,94,0
25-19-1,3,87,0
25-19-1,3,38,0
25-19-1,3,14,0
25-19-1,3,36,0
25-19-1,3,16,0
25-19,2,1,1
12,1,94,0
12,1,52,0
12,1,35,0
12,1,54,0
12,1,23,0
66-60,2,11,0
66-60,2,83,0
66-60,2,52,0
66-60,2,94,0
