itemSet,target,conversion,setSize
"[73, 40, 6]",50,1.0,3
[15],20,1.0,1
[19],2,1.0,1
[27],7,1.0,1
[93],72,1.0,1
[20],15,1.0,1
[20],15,1.0,1
"[0, 18]",52,1.0,2
"[67, 12]",72,1.0,2
"[98, 32, 76, 88]",97,1.0,4
[48],99,1.0,1
"[19, 15, 36]",83,1.0,3
"[46, 43]",9,1.0,2
[62],48,1.0,1
[28],90,1.0,1
"[7, 20]",15,1.0,2
[11],67,1.0,1
[20],59,1.0,1
"[10, 66]",70,1.0,2
[43],49,1.0,1
[44],64,1.0,1
[92],95,1.0,1
[19],50,1.0,1
"[34, 83, 49, 7]",36,1.0,4
[48],19,1.0,1
"[10, 49]",74,1.0,2
[7],2,1.0,1
[15],20,1.0,1
"[87, 7]",35,1.0,2
"[66, 60, 69]",23,1.0,3
"[33, 89, 70]",10,1.0,3
[36],7,1.0,1
"[57, 8, 73, 62]",19,1.0,4
"[36, 83]",9,1.0,2
"[67, 73, 18]",50,1.0,3
[11],24,1.0,1
"[73, 93, 18]",50,1.0,3
"[9, 55, 10]",70,1.0,3
"[24, 49]",21,1.0,2
"[36, 30]",83,1.0,2
"[20, 85, 92]",15,1.0,3
"[9, 70, 61, 21, 64, 76, 69, 23, 34]",44,1.0,9
"[32, 65, 42, 92, 9]",44,1.0,5
[14],20,1.0,1
"[56, 36, 43]",46,1.0,3
"[27, 20]",14,1.0,2
"[21, 83]",20,1.0,2
[7],2,1.0,1
[54],19,1.0,1
[2],15,1.0,1
[15],5,1.0,1
"[83, 43, 46]",94,1.0,3
"[39, 90, 2, 30, 14]",0,1.0,5
"[46, 43]",9,1.0,2
[15],27,1.0,1
"[9, 83, 36]",46,1.0,3
[36],83,1.0,1
[2],49,1.0,1
[27],15,1.0,1
"[53, 41, 78, 45, 2]",4,1.0,5
[52],6,1.0,1
[40],3,1.0,1
[70],10,1.0,1
[52],38,1.0,1
"[46, 21, 67]",18,1.0,3
"[67, 2, 19, 27, 15, 20]",99,1.0,6
[2],7,1.0,1
[25],26,1.0,1
[61],23,1.0,1
"[76, 61, 69, 78]",79,1.0,4
[85],42,1.0,1
"[2, 15, 20]",0,1.0,3
[10],16,1.0,1
"[45, 64, 24, 23, 44]",61,1.0,5
"[15, 58, 94, 27, 2, 20, 7]",99,1.0,7
"[50, 92]",9,1.0,2
"[28, 73]",15,1.0,2
"[15, 21]",20,1.0,2
"[37, 39, 2, 10, 91]",0,1.0,5
"[23, 69, 60, 15, 20]",32,1.0,5
[70],41,1.0,1
[71],29,1.0,1
[11],96,1.0,1
"[98, 76]",23,1.0,2
[43],46,1.0,1
"[38, 15]",22,1.0,2
"[2, 4, 39]",6,1.0,3
[41],24,1.0,1
"[50, 18]",85,1.0,2
[20],50,1.0,1
"[55, 52]",15,1.0,2
"[7, 49]",48,1.0,2
"[30, 84, 23]",48,1.0,3
[34],12,1.0,1
"[49, 52, 46]",43,1.0,3
"[83, 55, 27]",36,1.0,3
[69],76,1.0,1
[7],38,1.0,1
[52],62,1.0,1
"[49, 7]",52,1.0,2
"[50, 73]",14,1.0,2
"[39, 38, 15, 1, 2, 55, 7, 9, 10]",20,1.0,9
[15],37,1.0,1
[7],15,1.0,1
"[39, 20]",19,1.0,2
"[10, 62, 11]",34,1.0,3
[19],8,1.0,1
[65],44,1.0,1
[24],98,1.0,1
"[7, 15]",27,1.0,2
"[54, 7, 41, 89, 65]",25,1.0,5
[20],18,1.0,1
[36],18,1.0,1
[85],67,1.0,1
"[7, 20]",19,1.0,2
[90],73,1.0,1
"[23, 10, 2, 86]",38,1.0,4
[21],89,1.0,1
"[91, 36]",94,1.0,2
"[30, 14]",92,1.0,2
[84],42,1.0,1
"[10, 35]",70,1.0,2
"[23, 80]",11,1.0,2
"[7, 59, 20]",15,1.0,3
[20],15,1.0,1
"[23, 29, 33, 12]",65,1.0,4
[76],61,1.0,1
[49],7,1.0,1
[43],21,1.0,1
[19],92,1.0,1
[88],49,1.0,1
[23],72,1.0,1
"[31, 41]",32,1.0,2
"[15, 69]",76,1.0,2
"[7, 15, 37, 0]",20,1.0,4
"[21, 94, 36, 83, 46, 43]",9,1.0,6
"[71, 81, 68, 65]",98,1.0,4
[85],15,1.0,1
[67],59,1.0,1
[19],48,1.0,1
"[71, 42]",41,1.0,2
"[24, 73, 65, 95]",16,1.0,4
[51],19,1.0,1
[73],89,1.0,1
"[86, 55, 82, 5]",7,1.0,4
[73],7,1.0,1
"[27, 15]",20,1.0,2
"[8, 27, 20]",15,1.0,3
"[87, 40]",52,1.0,2
"[10, 36]",19,1.0,2
"[49, 18]",54,1.0,2
"[52, 49]",15,1.0,2
"[86, 65, 31, 23]",69,1.0,4
"[95, 65]",2,1.0,2
[15],21,1.0,1
"[91, 50, 9]",18,1.0,3
"[39, 22, 15]",27,1.0,3
[18],50,1.0,1
[18],2,1.0,1
"[81, 78, 61]",29,1.0,3
"[15, 9, 99, 27, 2]",21,1.0,5
[66],71,1.0,1
"[45, 78]",23,1.0,2
[95],73,1.0,1
[46],43,1.0,1
[43],46,1.0,1
"[54, 30, 12]",58,1.0,3
"[52, 60]",32,1.0,2
[72],15,1.0,1
"[21, 1, 7, 27, 9]",15,1.0,5
"[11, 59, 67, 52, 83]",85,1.0,5
[1],19,1.0,1
[7],77,1.0,1
"[52, 16, 9, 70, 10]",30,1.0,5
[15],2,1.0,1
[69],31,1.0,1
[16],73,1.0,1
"[21, 17, 3, 50, 43]",35,1.0,5
[25],26,1.0,1
[28],27,1.0,1
[38],2,1.0,1
"[19, 36, 83, 57]",62,1.0,4
"[32, 93, 64]",78,1.0,3
[85],19,1.0,1
"[15, 20]",2,1.0,2
[14],2,1.0,1
"[15, 20]",53,1.0,2
"[81, 45, 23, 60, 34]",61,1.0,5
"[89, 42]",69,1.0,2
"[23, 44]",41,1.0,2
[70],7,1.0,1
"[39, 20]",2,1.0,2
"[44, 42, 71, 41]",26,1.0,4
"[36, 73]",47,1.0,2
"[83, 24]",36,1.0,2
[7],20,1.0,1
"[10, 9, 91, 50]",30,1.0,4
"[2, 46]",82,1.0,2
[52],49,1.0,1
"[97, 16]",96,1.0,2
[39],2,1.0,1
"[14, 2, 10]",7,1.0,3
[69],41,1.0,1
"[70, 7, 55, 10]",49,1.0,4
"[2, 5]",19,1.0,2
"[64, 36]",65,1.0,2
"[44, 65]",24,1.0,2
[17],4,1.0,1
"[7, 63]",2,1.0,2
"[57, 55, 38, 85, 19, 27, 15]",7,1.0,7
[30],20,1.0,1
"[14, 20]",9,1.0,2
"[27, 4]",20,1.0,2
[49],43,1.0,1
[90],43,1.0,1
[15],20,1.0,1
"[63, 20, 15]",21,1.0,3
[15],20,1.0,1
[84],47,1.0,1
[50],43,1.0,1
"[99, 62, 15, 7]",27,1.0,4
"[73, 67, 16, 24]",92,1.0,4
"[24, 81, 32, 45, 23, 79, 10, 95]",71,1.0,8
"[78, 76, 4]",11,1.0,3
"[20, 37, 15, 13, 14]",5,1.0,5
"[10, 70, 7, 49, 27, 15, 20]",82,1.0,7
[95],42,1.0,1
[40],9,1.0,1
[20],15,1.0,1
[9],94,1.0,1
"[8, 18]",14,1.0,2
[13],14,1.0,1
"[24, 68, 31, 81, 71, 74]",29,1.0,6
[66],32,1.0,1
[21],15,1.0,1
"[24, 73, 81, 40, 26, 29, 64]",61,1.0,7
"[19, 15, 20]",1,1.0,3
[62],93,1.0,1
[13],61,1.0,1
"[35, 15]",94,1.0,2
"[24, 73]",40,1.0,2
[97],52,1.0,1
[72],52,1.0,1
"[55, 48, 77, 52, 7]",49,1.0,5
[15],55,1.0,1
"[30, 2]",19,1.0,2
[69],33,1.0,1
[53],88,1.0,1
"[69, 76]",81,1.0,2
"[15, 91, 20]",80,1.0,3
[20],2,1.0,1
"[48, 23]",79,1.0,2
"[61, 75]",23,1.0,2
"[21, 76, 69]",95,1.0,3
"[27, 2, 24]",20,1.0,3
"[82, 52]",7,1.0,2
"[7, 5]",44,1.0,2
"[79, 60]",65,1.0,2
[16],15,1.0,1
[66],23,1.0,1
[10],73,1.0,1
"[99, 27, 15, 1, 55]",8,1.0,5
"[46, 9, 62]",43,1.0,3
"[61, 42]",71,1.0,2
"[97, 22]",85,1.0,2
"[64, 29, 32]",89,1.0,3
"[32, 11]",44,1.0,2
"[17, 26, 8]",80,1.0,3
[23],69,1.0,1
"[55, 7, 77, 15, 59, 52]",20,1.0,6
[47],6,1.0,1
[52],7,1.0,1
[67],73,1.0,1
[7],58,1.0,1
[2],51,1.0,1
"[44, 63, 41, 65, 9, 90, 73]",68,1.0,7
"[9, 10]",70,1.0,2
"[23, 65, 25, 32, 78]",89,1.0,5
"[70, 51]",77,1.0,2
[20],15,1.0,1
"[50, 18]",92,1.0,2
"[98, 24, 61]",64,1.0,3
[7],77,1.0,1
"[39, 9, 20, 37]",90,1.0,4
[27],49,1.0,1
"[89, 76, 67]",60,1.0,3
[85],16,1.0,1
"[83, 36]",94,1.0,2
[49],69,1.0,1
"[34, 89]",81,1.0,2
[50],43,1.0,1
"[2, 7]",14,1.0,2
[7],15,1.0,1
[51],2,1.0,1
"[85, 52, 4, 41]",20,1.0,4
"[22, 62]",30,1.0,2
"[17, 46, 63]",61,1.0,3
"[96, 69]",78,1.0,2
[68],47,1.0,1
"[7, 57, 67]",62,1.0,3
[20],49,1.0,1
"[10, 31]",69,1.0,2
"[15, 9, 16]",20,1.0,3
[48],34,1.0,1
"[24, 59]",71,1.0,2
"[50, 23]",45,1.0,2
[51],9,1.0,1
[27],15,1.0,1
"[88, 85, 43, 75]",6,1.0,4
[11],32,1.0,1
"[27, 56]",7,1.0,2
"[76, 34]",85,1.0,2
[18],50,1.0,1
[24],92,1.0,1
[28],10,1.0,1
[65],97,1.0,1
[0],2,1.0,1
[7],51,1.0,1
"[23, 41, 61, 69, 79, 92]",64,1.0,6
"[58, 27, 99, 73]",15,1.0,4
[89],85,1.0,1
[6],94,1.0,1
"[3, 73, 71]",41,1.0,3
"[43, 83, 36]",46,1.0,3
"[98, 34, 69]",65,1.0,3
"[9, 79]",43,1.0,2
[2],7,1.0,1
"[73, 67, 21, 65, 44, 23]",69,1.0,6
"[94, 90, 54, 91, 62, 67]",7,1.0,6
"[24, 12]",73,1.0,2
"[20, 27]",15,1.0,2
"[14, 92]",15,1.0,2
[84],48,1.0,1
"[28, 48]",74,1.0,2
[76],23,1.0,1
"[87, 2, 50, 9, 18]",51,1.0,5
[23],45,1.0,1
"[1, 7, 9]",18,1.0,3
[11],59,1.0,1
[33],32,1.0,1
"[74, 95, 65]",68,1.0,3
[65],71,1.0,1
"[28, 15, 20, 5]",92,1.0,4
[46],7,1.0,1
"[43, 46, 84]",21,1.0,3
[83],86,1.0,1
[1],15,1.0,1
"[19, 67, 63]",41,1.0,3
"[15, 13, 90, 76, 32, 41, 23, 25, 27, 20]",69,1.0,10
"[85, 72]",43,1.0,2
[26],69,1.0,1
"[15, 7]",20,1.0,2
[53],73,1.0,1
"[15, 20, 91, 67]",36,1.0,4
[13],2,1.0,1
"[89, 26, 5, 94, 24, 19, 73, 65]",25,1.0,8
[0],2,1.0,1
"[34, 98, 61]",71,1.0,3
"[27, 15, 69, 20, 41, 25]",31,1.0,6
[20],15,1.0,1
"[9, 43, 46]",5,1.0,3
"[2, 20, 15]",4,1.0,3
"[9, 75]",89,1.0,2
"[87, 51, 18]",55,1.0,3
[65],24,1.0,1
[60],78,1.0,1
"[66, 95, 23, 32, 69, 76, 12, 4]",47,1.0,8
"[24, 36, 9]",83,1.0,3
"[5, 65, 90, 10]",7,1.0,4
[45],23,1.0,1
"[57, 46, 2]",27,1.0,3
[43],36,1.0,1
"[65, 2]",14,1.0,2
"[47, 93, 10, 2, 11]",40,1.0,5
"[15, 20, 21]",27,1.0,3
"[46, 62, 49]",7,1.0,3
"[71, 60]",81,1.0,2
"[73, 80, 15]",40,1.0,3
[67],30,1.0,1
[66],78,1.0,1
[93],9,1.0,1
"[71, 89, 33, 72, 92]",42,1.0,5
[7],52,1.0,1
"[20, 15]",96,1.0,2
[15],20,1.0,1
[40],47,1.0,1
"[47, 15, 20, 24]",17,1.0,4
[50],9,1.0,1
"[49, 83]",48,1.0,2
[21],31,1.0,1
"[47, 19, 43]",1,1.0,3
"[47, 41, 76, 32, 69]",24,1.0,5
"[4, 19, 20]",15,1.0,3
[17],47,1.0,1
[2],55,1.0,1
"[15, 62]",20,1.0,2
"[47, 65, 23, 27, 36, 83, 43, 9, 15]",20,1.0,9
"[83, 16]",36,1.0,2
"[82, 7]",49,1.0,2
[12],67,1.0,1
"[83, 9]",43,1.0,2
[53],12,1.0,1
[4],32,1.0,1
"[42, 20]",15,1.0,2
[65],41,1.0,1
"[53, 94, 50]",83,1.0,3
[93],20,1.0,1
[20],43,1.0,1
"[0, 73]",67,1.0,2
"[24, 92, 94, 9]",91,1.0,4
[18],50,1.0,1
"[83, 36]",64,1.0,2
[20],15,1.0,1
[43],46,1.0,1
"[82, 7]",86,1.0,2
"[15, 99]",80,1.0,2
[15],20,1.0,1
"[7, 2]",0,1.0,2
"[68, 44, 42, 71, 76, 32, 23]",55,1.0,7
"[62, 20]",19,1.0,2
"[26, 24, 69, 64]",59,1.0,4
"[27, 15, 64, 72]",89,1.0,4
"[70, 79]",10,1.0,2
"[34, 44, 67, 66, 4]",42,1.0,5
[40],71,1.0,1
"[7, 50, 46, 43]",88,1.0,4
[35],15,1.0,1
[19],2,1.0,1
"[72, 10]",70,1.0,2
[21],59,1.0,1
[89],75,1.0,1
[19],43,1.0,1
[2],39,1.0,1
[10],8,1.0,1
[2],20,1.0,1
"[82, 7]",2,1.0,2
"[62, 22, 7, 70, 52, 82]",49,1.0,6
[9],41,1.0,1
"[43, 49, 9]",83,1.0,3
[97],61,1.0,1
[97],85,1.0,1
[0],21,1.0,1
[44],65,1.0,1
[2],14,1.0,1
"[20, 77, 52, 5]",15,1.0,4
"[7, 54, 86, 49, 15, 9]",82,1.0,6
[10],73,1.0,1
[2],86,1.0,1
"[40, 59]",6,1.0,2
[55],8,1.0,1
"[42, 89, 65, 71]",34,1.0,4
"[12, 75]",59,1.0,2
"[0, 14, 2]",65,1.0,3
[15],54,1.0,1
[62],51,1.0,1
[32],23,1.0,1
"[2, 80]",13,1.0,2
"[91, 36, 96, 8, 2, 93]",15,1.0,6
"[95, 25, 26, 67, 41, 73, 2, 61]",42,1.0,8
"[7, 2]",14,1.0,2
"[77, 52, 46, 43]",9,1.0,4
[15],30,1.0,1
"[89, 71]",34,1.0,2
[14],83,1.0,1
"[20, 2, 7, 15]",62,1.0,4
[19],43,1.0,1
[82],52,1.0,1
"[83, 20, 15]",6,1.0,3
[2],27,1.0,1
"[65, 92, 50, 41]",9,1.0,4
"[7, 20]",15,1.0,2
"[7, 9]",12,1.0,2
[7],51,1.0,1
[9],15,1.0,1
"[89, 24]",11,1.0,2
"[99, 27, 3]",74,1.0,3
"[64, 8]",75,1.0,2
"[81, 89, 23, 24]",41,1.0,4
[10],2,1.0,1
[43],83,1.0,1
[27],15,1.0,1
[2],15,1.0,1
"[9, 18]",50,1.0,2
"[21, 46, 36, 83]",43,1.0,4
"[23, 78, 69, 41, 32]",76,1.0,5
[30],49,1.0,1
[61],69,1.0,1
"[36, 15]",83,1.0,2
[13],51,1.0,1
[24],23,1.0,1
"[51, 27]",20,1.0,2
"[15, 9, 7, 20, 86, 16]",40,1.0,6
"[99, 38, 4, 22, 20, 15]",27,1.0,6
[52],9,1.0,1
"[93, 15]",16,1.0,2
"[82, 7]",86,1.0,2
"[53, 81, 23, 69, 29, 71, 32]",24,1.0,7
[83],36,1.0,1
"[49, 89, 71, 32, 29, 23]",42,1.0,6
"[15, 7]",86,1.0,2
[10],70,1.0,1
[36],50,1.0,1
"[13, 15, 2]",14,1.0,3
[88],21,1.0,1
"[85, 24]",26,1.0,2
[20],15,1.0,1
[22],85,1.0,1
"[29, 76, 81, 23, 69, 61, 60]",44,1.0,7
"[56, 73, 50]",43,1.0,3
[7],2,1.0,1
[40],69,1.0,1
"[38, 22]",36,1.0,2
"[7, 93, 10]",58,1.0,3
"[15, 27, 84]",96,1.0,3
"[48, 78, 37]",7,1.0,3
"[31, 69, 23]",83,1.0,3
"[15, 5, 62, 7]",74,1.0,4
"[11, 69, 60, 42, 95]",78,1.0,5
"[35, 1]",11,1.0,2
[15],9,1.0,1
"[47, 7, 2, 80]",74,1.0,4
"[2, 50, 3]",18,1.0,3
[97],15,1.0,1
"[43, 46]",40,1.0,2
"[15, 20]",27,1.0,2
[80],15,1.0,1
[82],9,1.0,1
[7],43,1.0,1
"[43, 30, 38]",20,1.0,3
"[52, 7]",19,1.0,2
"[83, 46, 43]",36,1.0,3
"[49, 82, 38]",15,1.0,3
[1],13,1.0,1
"[70, 59, 74]",44,1.0,3
[54],30,1.0,1
"[86, 82, 77]",7,1.0,3
[4],17,1.0,1
"[56, 15]",20,1.0,2
[48],9,1.0,1
[84],11,1.0,1
"[44, 9]",12,1.0,2
"[27, 7, 15]",2,1.0,3
[97],59,1.0,1
"[47, 25]",11,1.0,2
[22],92,1.0,1
"[9, 96]",71,1.0,2
[7],82,1.0,1
[13],2,1.0,1
"[69, 60, 45, 32, 23]",76,1.0,5
"[69, 76, 42]",24,1.0,3
[20],35,1.0,1
"[89, 22]",44,1.0,2
[25],65,1.0,1
"[72, 54, 82, 7, 20]",15,1.0,5
"[23, 44, 41, 64, 61, 69, 25]",71,1.0,7
"[69, 89, 4]",11,1.0,3
"[60, 65, 32, 61, 31, 23]",78,1.0,6
"[47, 43, 46, 52, 17]",74,1.0,5
[18],91,1.0,1
"[1, 15]",7,1.0,2
"[9, 55]",83,1.0,2
[65],81,1.0,1
[51],2,1.0,1
"[47, 15, 27]",80,1.0,3
"[83, 50]",18,1.0,2
[20],41,1.0,1
[85],43,1.0,1
"[85, 20]",73,1.0,2
[20],10,1.0,1
[20],15,1.0,1
"[66, 24]",89,1.0,2
"[54, 2, 99, 27, 15]",82,1.0,5
[30],7,1.0,1
[66],65,1.0,1
"[15, 27]",9,1.0,2
"[9, 21, 17, 77]",57,1.0,4
"[93, 67, 85, 11]",18,1.0,4
[15],20,1.0,1
"[42, 32]",78,1.0,2
"[31, 78, 20]",76,1.0,3
[21],15,1.0,1
"[0, 7, 80]",88,1.0,3
[43],69,1.0,1
"[15, 9]",27,1.0,2
"[20, 49, 2, 7]",15,1.0,4
"[53, 58, 35, 49, 9, 46, 43]",85,1.0,7
"[34, 32, 61, 31]",23,1.0,4
"[61, 23, 48]",67,1.0,3
[67],50,1.0,1
[15],20,1.0,1
[9],7,1.0,1
[15],20,1.0,1
[51],24,1.0,1
"[59, 56, 67]",32,1.0,3
"[49, 20]",15,1.0,2
[15],52,1.0,1
[20],15,1.0,1
"[13, 93, 2]",14,1.0,3
"[35, 43]",21,1.0,2
"[52, 38, 15, 27, 9, 20]",73,1.0,6
"[10, 51]",9,1.0,2
[15],85,1.0,1
[76],69,1.0,1
[12],18,1.0,1
[48],35,1.0,1
"[30, 40, 17]",7,1.0,3
"[52, 46]",43,1.0,2
"[39, 20]",27,1.0,2
[95],68,1.0,1
[35],53,1.0,1
"[36, 91, 41, 78, 71, 32, 22]",69,1.0,7
"[43, 50]",82,1.0,2
"[22, 38]",10,1.0,2
"[4, 14, 80]",15,1.0,3
[6],73,1.0,1
"[43, 20]",36,1.0,2
"[58, 2, 7, 82, 48, 19]",8,1.0,6
[10],21,1.0,1
"[27, 20, 15]",40,1.0,3
[15],20,1.0,1
"[14, 0, 2, 91, 49]",7,1.0,5
"[22, 85]",4,1.0,2
[82],52,1.0,1
[36],83,1.0,1
[57],9,1.0,1
[46],43,1.0,1
[7],49,1.0,1
[46],70,1.0,1
"[52, 34]",49,1.0,2
"[56, 60, 75]",78,1.0,3
[0],14,1.0,1
[58],82,1.0,1
"[50, 9, 18]",83,1.0,3
"[2, 7, 83, 50, 43]",9,1.0,5
"[20, 23]",15,1.0,2
"[96, 2, 15]",20,1.0,3
"[14, 37, 2, 20]",15,1.0,4
[27],99,1.0,1
"[7, 1]",2,1.0,2
"[25, 88, 89]",93,1.0,3
"[85, 97]",75,1.0,2
"[13, 20]",15,1.0,2
"[7, 2]",39,1.0,2
[65],67,1.0,1
"[20, 39, 90]",2,1.0,3
[34],64,1.0,1
"[73, 2]",67,1.0,2
[10],7,1.0,1
[96],5,1.0,1
"[92, 80, 13, 2, 15]",39,1.0,5
"[34, 61, 48]",69,1.0,3
"[98, 29]",24,1.0,2
"[3, 62]",19,1.0,2
[77],19,1.0,1
"[47, 54]",7,1.0,2
[96],74,1.0,1
"[24, 65, 75]",89,1.0,3
"[19, 7, 97, 20]",96,1.0,4
"[86, 7]",82,1.0,2
[69],85,1.0,1
"[31, 29, 67, 6]",70,1.0,4
"[59, 24]",16,1.0,2
"[69, 87, 7]",49,1.0,3
"[90, 7, 22, 67]",69,1.0,4
[86],82,1.0,1
"[48, 57, 6]",21,1.0,3
"[52, 77, 40]",43,1.0,3
[11],41,1.0,1
"[82, 7]",51,1.0,2
[59],89,1.0,1
[7],24,1.0,1
"[89, 81]",78,1.0,2
[10],72,1.0,1
[97],62,1.0,1
"[15, 27, 87]",2,1.0,3
"[20, 57]",93,1.0,2
[91],9,1.0,1
"[47, 65, 23]",48,1.0,3
[91],36,1.0,1
[62],44,1.0,1
"[45, 71, 61, 41]",23,1.0,4
[15],20,1.0,1
"[5, 1, 9]",19,1.0,3
[59],27,1.0,1
[97],11,1.0,1
"[15, 62, 5, 52]",40,1.0,4
"[13, 15, 20]",28,1.0,3
"[59, 93, 67, 70]",0,1.0,4
[4],72,1.0,1
"[27, 56]",99,1.0,2
"[0, 14, 9, 15, 27]",20,1.0,5
"[9, 14]",50,1.0,2
[37],14,1.0,1
"[15, 7]",20,1.0,2
[88],9,1.0,1
"[67, 8]",20,1.0,2
"[33, 25]",20,1.0,2
"[48, 44, 71, 61]",64,1.0,4
[43],77,1.0,1
"[17, 10]",70,1.0,2
[49],7,1.0,1
"[72, 20]",27,1.0,2
"[61, 71, 65]",23,1.0,3
[20],15,1.0,1
"[52, 49, 83, 36]",20,1.0,4
"[9, 43, 46]",19,1.0,3
"[27, 7]",30,1.0,2
"[58, 7]",65,1.0,2
"[43, 9, 54, 7]",48,1.0,4
[95],40,1.0,1
[55],52,1.0,1
[71],32,1.0,1
[65],15,1.0,1
"[15, 2]",0,1.0,2
"[45, 98, 96]",23,1.0,3
[1],27,1.0,1
[94],2,1.0,1
"[19, 52, 20]",86,1.0,3
"[7, 89, 75]",67,1.0,3
"[50, 43]",36,1.0,2
"[7, 21]",62,1.0,2
"[20, 2]",7,1.0,2
"[54, 58, 1, 15, 20]",19,1.0,5
"[94, 40]",28,1.0,2
[14],37,1.0,1
[23],73,1.0,1
[89],48,1.0,1
[52],49,1.0,1
"[70, 21, 88]",10,1.0,3
"[5, 14]",21,1.0,2
"[25, 10]",68,1.0,2
"[53, 23, 41, 64]",28,1.0,4
[19],10,1.0,1
"[39, 2]",14,1.0,2
[85],43,1.0,1
[63],10,1.0,1
"[30, 20, 90, 21]",92,1.0,4
"[83, 14]",28,1.0,2
[15],20,1.0,1
"[15, 7]",20,1.0,2
"[14, 16]",63,1.0,2
[50],7,1.0,1
"[15, 40, 11, 90, 93]",73,1.0,5
"[20, 99, 27]",15,1.0,3
[65],9,1.0,1
"[58, 14, 54]",39,1.0,3
"[7, 34]",15,1.0,2
"[29, 69]",41,1.0,2
[20],15,1.0,1
"[85, 43]",53,1.0,2
"[44, 89]",77,1.0,2
"[44, 65, 26, 95]",11,1.0,4
[65],25,1.0,1
"[91, 15, 94, 20]",17,1.0,4
"[11, 70, 7, 85, 10]",59,1.0,5
[33],9,1.0,1
"[6, 48]",59,1.0,2
[97],11,1.0,1
"[7, 51]",2,1.0,2
[7],20,1.0,1
"[38, 83, 52, 36, 46]",43,1.0,5
"[21, 38, 43]",9,1.0,3
"[77, 20]",6,1.0,2
[21],49,1.0,1
"[19, 2]",8,1.0,2
"[84, 26, 69]",25,1.0,3
[2],52,1.0,1
"[50, 9]",18,1.0,2
"[71, 41, 32, 95]",79,1.0,4
"[68, 33, 48, 71]",44,1.0,4
"[15, 20]",9,1.0,2
"[62, 12]",15,1.0,2
"[23, 70, 10, 4]",17,1.0,4
[77],52,1.0,1
"[94, 30, 15]",55,1.0,3
"[52, 20, 15, 49, 7]",4,1.0,5
"[37, 43]",50,1.0,2
"[44, 42, 62]",71,1.0,3
[54],48,1.0,1
[88],20,1.0,1
[18],50,1.0,1
[15],7,1.0,1
[10],9,1.0,1
[44],88,1.0,1
[77],49,1.0,1
"[2, 22]",36,1.0,2
[54],55,1.0,1
"[20, 15]",7,1.0,2
"[94, 74, 63]",20,1.0,3
"[19, 70, 10]",1,1.0,3
"[60, 64, 69]",78,1.0,3
"[27, 15, 40]",20,1.0,3
[69],32,1.0,1
"[21, 7, 20, 2]",15,1.0,4
[86],2,1.0,1
"[17, 50]",18,1.0,2
"[7, 49, 99, 20]",2,1.0,4
"[68, 4, 76]",42,1.0,3
"[85, 48, 52, 23]",76,1.0,4
[92],13,1.0,1
"[43, 89]",24,1.0,2
"[63, 15, 90]",80,1.0,3
[20],25,1.0,1
"[50, 87, 91]",36,1.0,3
[16],7,1.0,1
"[9, 43]",50,1.0,2
[67],11,1.0,1
"[44, 51, 2]",29,1.0,3
"[32, 42]",71,1.0,2
"[44, 79, 61]",12,1.0,3
"[4, 52, 57, 49]",7,1.0,4
[10],15,1.0,1
"[30, 58]",77,1.0,2
"[46, 43, 62]",9,1.0,3
"[49, 21]",63,1.0,2
"[70, 49]",15,1.0,2
[3],6,1.0,1
"[53, 67]",54,1.0,2
"[37, 2]",14,1.0,2
[61],64,1.0,1
[24],59,1.0,1
"[2, 94, 27, 15, 7]",20,1.0,5
"[51, 7]",8,1.0,2
"[71, 98]",76,1.0,2
"[59, 49, 44]",85,1.0,3
[67],19,1.0,1
"[36, 94, 22, 70]",10,1.0,4
[61],69,1.0,1
"[20, 15]",36,1.0,2
"[97, 59, 85, 64, 10, 20, 61]",43,1.0,7
"[31, 33, 69, 23]",2,1.0,4
"[28, 12, 27, 99, 15, 63, 21]",20,1.0,7
[19],2,1.0,1
[92],29,1.0,1
"[65, 60, 76, 81, 16]",6,1.0,5
[46],63,1.0,1
"[7, 43]",46,1.0,2
"[26, 9, 34, 31, 78, 69, 71, 89]",48,1.0,8
[59],49,1.0,1
"[46, 43]",9,1.0,2
"[49, 2, 0, 87, 27, 20]",99,1.0,6
"[62, 7]",43,1.0,2
"[66, 92, 6]",41,1.0,3
[62],67,1.0,1
[20],30,1.0,1
"[20, 15, 67]",40,1.0,3
"[24, 44, 65, 23, 32, 69]",64,1.0,6
[9],18,1.0,1
[7],38,1.0,1
"[2, 39]",7,1.0,2
"[70, 11, 23, 12, 69]",10,1.0,5
"[95, 25]",73,1.0,2
[20],15,1.0,1
"[21, 83]",70,1.0,2
"[23, 61, 45, 75]",66,1.0,4
[36],92,1.0,1
"[79, 44, 23]",89,1.0,3
"[15, 20, 7, 49]",27,1.0,4
"[71, 42, 19]",1,1.0,3
[52],7,1.0,1
[12],15,1.0,1
[26],34,1.0,1
"[50, 2, 7, 72]",18,1.0,4
"[56, 73, 3, 32, 71]",60,1.0,5
[70],62,1.0,1
"[15, 36, 63, 21]",20,1.0,4
[20],11,1.0,1
"[7, 52, 56]",20,1.0,3
"[82, 37, 0]",7,1.0,3
[69],74,1.0,1
"[48, 71]",9,1.0,2
[20],15,1.0,1
"[14, 15, 21, 40]",13,1.0,4
"[5, 37, 50, 7, 14]",18,1.0,5
[31],69,1.0,1
[69],44,1.0,1
"[5, 90, 28]",57,1.0,3
"[53, 7, 2, 49, 17]",12,1.0,5
